Name,Platform,Sources,Scores
Earthfall," PC, Xbox 360","Wccftech,PC Gamer,PC Games,GameCrate,4Players.de,GameStar,Multiplayer.it,BaziCenter,GameOver.gr,Eurogamer Italy,GamingTrend,IGN,Cubed3,Gameblog.fr,Game Informer,GameGrin,","75,74,72,70,70,68,68,65,60,60,60,55,50,50,50,45,"
Destiny 2: Curse of Osiris," PC, Xbox One, PlayStation 4","MMORPG.com,COGconnected,Wccftech,Games Master UK,LEVEL (Czech Republic),Softpedia,IGN,Merlin'in Kazanı (Turkey),CD-Action,Attack of the Fanboy,GamingTrend,God is a Geek,AusGamers,IGN Spain,XGN,IGN,Game Revolution,Xbox Tavern,Digital Chumps,GameGrin,Game Informer,Gaming Age,SpazioGames,Everyeye.it,LaPS4,Playstation Official Magazine UK,Edge Magazine,Twinfinite,PlayGround.ru,Gamers' Temple,Areajugones,IGN,Impulsegamer,GamePro Germany,Gameblog.fr,LevelUp,Cubed3,Meristation,Atomix,GameSpot,Hardcore Gamer,Digital Trends,Push Square,Metro GameCentral,Destructoid,Gaming Nexus","80,70,65,62,60,60,55,50,40,70,65,60,60,60,55,55,50,45,80,75,73,67,65,65,65,60,60,60,60,56,55,55,54,54,50,50,50,50,50,50,50,50,50,50,50,49"
Ninja Shodown, Switch,"COGconnected,Worth Playing,Gaming Nexus,IGN Spain,NintendoWorldReport,FNintendo,Nintendo Life","83,65,65,65,55,50,50"
Has-Been Heroes," PlayStation 4, Switch","Video Chums,IGN,Game Over Online,Vandal,Push Square,Hardcore Gamer,PlayStation Country,Nintendo Enthusiast,CGMagazine,XGN,The Daily Dot,NintendoWorldReport,New Game Network,Cubed3,Pocket Gamer UK,SpazioGames,GameSpot,Nintendo Life,Trusted Reviews,TheSixthAxis,Switch Player,App Trigger,Destructoid,God is a Geek,Vooks,EGM,Metro GameCentral","86,61,60,60,60,60,40,80,75,70,70,70,65,60,60,55,50,50,50,50,48,45,45,40,40,40,30"
Armikrog," Xbox One, PC, PlayStation 4","MondoXbox,ICXM,XBLA Fans,ZTGD,GameSpew,IGN Spain,IGN Sweden,Brash Games,Pelit (Finland),GameStar,IGN Italia,CD-Action,Post Arcade (National Post),RPG Fan,Everyeye.it,Game World Navigator Magazine,Digital Chumps,Adventure Gamers,Destructoid,Arcade Sushi,3DJuegos,LevelUp,Vandal,Games.cz,Digitally Downloaded,Hooked Gamers,Ragequit.gr,Eurogamer Poland,The Escapist,Game Over Online,Kill Screen,PLAY! Zine,GameWatcher,GameSpot,GameOver.gr,4Players.de,PC Gamer,SpazioGames,Slant Magazine,LEVEL (Czech Republic),COGconnected,Gamer.nl,Gameplanet,Game Informer,Riot Pixels,GameCritics,Hardcore Gamer,InsideGamer.nl,3DJuegos,CGMagazine,DarkStation,Digitally Downloaded,Push Square,TheSixthAxis,God is a Geek","75,65,60,60,60,60,58,50,78,78,76,75,75,73,73,72,72,70,70,70,65,65,65,60,60,60,60,60,60,59,58,55,55,50,50,50,46,40,40,40,40,40,40,40,39,30,30,65,65,60,50,50,50,30,30"
SimCity: Cities of Tomorrow Expansion Pack, PC,"Cheat Code Central,Gamer.nl,IGN,Worth Playing,GRYOnline.pl,Everyeye.it,IGN Italia,PCGamesN,Eurogamer,GameStar,Games.cz,PC PowerPlay,IncGamers,Hardcore Gamer,GameSpot","76,75,75,70,70,68,60,60,60,59,50,50,50,50,50"
Emergency 2012, PC,"Gamers.at,PC Games,Vandal,GameStar,LEVEL (Czech Republic),Gamereactor Denmark,GameWatcher,GameSpot,Games.cz","83,80,75,66,60,60,50,40,30"
Football Genius - The Ultimate Quiz, Xbox 360,"IGN,NZGamer,Gamers' Temple,Console Monster,GamerNode,X-ONE Magazine UK,Gamer Limit,Official Xbox Magazine,PALGN","73,70,65,64,60,60,50,50,45"
Fullmetal Alchemist: Trading Card Game, DS,"Nintendo Power,NintendoWorldReport,GameZone,My Gamer,Cheat Code Central,IGN,Worth Playing","70,70,69,64,60,55,40"
Surf's Up," Xbox 360, PlayStation 3","XboxAddict,MS Xbox World,GamesRadar+,Eurogamer,Game Informer,IGN,GameSpot,WHAM! Gaming,GameZone,GameDaily,Official Xbox Magazine,TeamXbox,Play.tm,Cheat Code Central,Official Xbox Magazine UK,PSX Extreme,Game Informer,IGN,GameSpot,PSW Magazine UK,Playstation Official Magazine UK,Cheat Code Central,PSM Magazine","80,75,70,70,65,62,62,60,60,60,55,54,54,52,50,66,65,62,62,60,60,52,40"
NBA Live 07," PC, Xbox 360","PC Gamer UK,PC Format,PC Zone UK,Gamer 2.0,GamesRadar+,Cheat Code Central,GameSpot,PC Gamer,Computer Games Magazine,PGNx Media,XboxAddict,GamePro,Planet Xbox 360,TeamXbox,eToychest,Official Xbox Magazine,Game Over Online,Gamer 2.0,Gaming Age,GameSpot,GamerNode,GameDaily,IGN,Cheat Code Central,Gaming Nexus,Official Xbox Magazine UK,DarkStation,360 Gamer Magazine UK,Worth Playing,Game Informer,1UP,GamesRadar+,Yahoo!,Operation Sports,Eurogamer,GameTrailers,PALGN,Electronic Gaming Monthly,X-ONE Magazine UK,Game Revolution,Detroit Free Press","81,71,70,69,60,60,59,55,30,91,84,80,79,71,70,70,69,69,67,65,62,60,60,60,60,60,60,60,55,53,50,50,50,50,50,45,45,40,40,33,25"
Civilization III: Play the World, PC,"IGN,PC Format,PC Gameworld,Yahoo!,PC Gamer,Computer Games Magazine,GameSpy,GameSpot,netjak,G4 TV,Computer Gaming World","84,79,75,70,68,60,54,50,45,40,20"
Prince of Qin, PC,"Computer Games Magazine,Game Over Online,GameZone,Cheat Code Central,Yahoo!,netjak,GameSpy,IGN,GameSpot,PC Gameworld,Gamers' Temple,PC Gamer,Adrenaline Vault,ActionTrip,Computer Gaming World","80,74,70,70,70,68,68,68,67,61,60,54,50,31,30"
Nightcaster, Xbox,"Xbox Exclusive,Cloudchaser,IGN,TeamXbox,Armchair Empire,GamePro,GamePen,GameZone,Electric Playground,Gamezilla!,GameSpot,Game Revolution,GameSpy,TotalGames.net,GameShark,G4 TV,Play Magazine,XenGamers,Game Informer,GamerWeb Xbox,Yahoo!,Gaming Age,Official Xbox Magazine,Electronic Gaming Monthly,All Game Guide,Xbox Nation Magazine,GameCritics","85,75,73,72,70,70,70,70,70,69,68,67,63,60,60,60,60,58,55,50,50,50,49,40,40,40,35"
Rune: Halls of Valhalla, PC,"GamePower,Game Revolution,Gamezilla!,All Game Guide,GameZone,Electric Playground,GameSpy,GameSpot,Yahoo!,IGN,Armchair Empire","88,83,80,70,70,60,60,50,50,46,45"
Gauntlet: Seven Sorrows," Xbox, PlayStation 2","BonusStage,Next Level Gaming,TeamXbox,Play Magazine,Stuff,Cheat Code Central,Game Chronicles,Kombo,GamePro,Maxim Online,GameSpy,GamerFeed,IGN,GameZone,Official Xbox Magazine,ZTGD,Official Xbox Magazine UK,Gamer's Hell,1UP,Talk Xbox,Game Informer,Electronic Gaming Monthly,Extreme Gamer,DarkStation,Game Over Online,Gaming Horizon,eToychest,GameSpot,Detroit Free Press,The A.V. Club,Gaming Age,Game Revolution,netjak,Computer Games Magazine,Edge Magazine,Pro-G,BonusStage,Next Level Gaming,Stuff,Play Magazine,Cheat Code Central,GamingTrend,Play UK,Just RPG,IGN,GamePro,GameSpy,Maxim Online,ZTGD,GameCritics,Gamers' Temple,1UP,Worth Playing,Electronic Gaming Monthly,Game Informer,PSM Magazine,Official U.S. Playstation Magazine,Computer and Video Games,PSX Extreme,Official Playstation 2 Magazine UK,Game Over Online,eToychest,GameSpot,The A.V. Club,Eurogamer,GamerNode,Gaming Age,Yahoo!,G4 TV,Game Revolution,Edge Magazine,Computer Games Magazine,GameShark,VideoGamer","82,81,80,80,80,78,76,71,70,70,70,70,70,70,70,70,70,69,65,64,63,63,60,60,56,56,55,52,50,50,42,33,30,30,30,20,82,81,80,80,78,78,78,75,70,70,70,70,70,70,66,65,65,63,63,60,60,60,60,60,56,55,52,50,50,50,42,40,40,33,30,30,25,20"
Ar tonelico Qoga: Knell of Ar Ciel, PlayStation 3,"GameCritics,ZTGD,Level7.nu,Destructoid,Cheat Code Central,Worth Playing,PSX Extreme,SpazioGames,GamesRadar+,PlayStation LifeStyle,GamePro,Eurogamer Italy,RPGamer,Vandal,RPG Fan,Game Over Online,Machinima,Extreme Gamer,IGN,Meristation,GamerNode,Gaming Nexus,Playstation Official Magazine UK,games(TM),Playstation: The Official Magazine (US),Play UK,Game Revolution","85,85,80,80,80,80,73,70,70,70,70,70,70,69,68,67,65,64,60,60,60,58,40,40,40,27,25"
The Dwarves," PC, PlayStation 4, Xbox One","GameStar,SpazioGames,PC Games,CD-Action,GameWatcher,4Players.de,Multiplayer.it,Game World Navigator Magazine,IGN,Games.cz,Ragequit.gr,GRYOnline.pl,Riot Pixels,Eurogamer Poland,TheSixthAxis,PC Gamer,LEVEL (Czech Republic),RPG Fan,PlaySense,Vandal,DualShockers,PlayStation Universe,Wccftech,RPGamer,GameOver.gr,Areajugones,PlayStation Country,PlayStation LifeStyle,GameCritics,SomosXbox,XboxAddict,TrueAchievements,ICXM,IGN,IGN Spain,ZTGD,COGconnected,Games Master UK,Gaming Nexus,XBLA Fans,The Digital Fix,God is a Geek","82,75,74,70,70,67,66,62,62,60,60,60,56,50,50,45,40,85,70,69,65,65,63,60,60,60,50,45,30,78,75,70,65,62,60,60,55,52,49,40,40,40"
Vietcong 2, PC,"Gamers Europe,Worth Playing,IC-Games,eToychest,GameZone,AceGamez,Gamezilla!,GameSpot,Game Chronicles,IGN,PC Format,Gamer 2.0,Pelit (Finland),Gamenikki,Eurogamer,GameSpy,IncGamers,Boomtown,G4 TV,Jolt Online Gaming UK,PC Gamer,FiringSquad,3DAvenue,Thunderbolt,1UP,Computer Games Magazine,Computer and Video Games,GamingTrend,Computer Gaming World","80,75,74,73,72,70,70,69,68,68,64,63,61,60,60,60,60,60,60,58,58,55,50,50,50,50,48,46,40"
StarDrive, PC,"PC Master (Greece),PC Gamer,Pelit (Finland),Game Informer,GRYOnline.pl,Gaming Nexus,Machinima,GameStar,GameWatcher,GamingTrend,Multiplayer.it,CD-Action,LEVEL (Czech Republic),XGN,DarkStation,Gamer.no,IncGamers,GameSpot,Gameblog.fr,The Digital Fix,Destructoid,4Players.de,Game Revolution,GamesRadar+,IGN,Polygon","80,78,78,75,70,70,70,66,65,62,62,60,60,60,60,60,60,60,60,60,55,50,50,50,45,40"
Far Cry 5: Lost on Mars, PC,"GameGrin,GamingTrend,DarkStation,DualShockers,Cubed3,COGconnected,Gamersky,Hardcore Gamer,Destructoid,IGN,PC Gamer,Jeuxvideo.com","100,80,70,65,60,60,60,60,60,55,50,35"
Dance Dance Revolution: Disney Channel Edition, PlayStation 2,"Cheat Code Central,Worth Playing,GameDaily,GameZone,IGN,GamesRadar+,Da Gameboyz,Gaming Age,GameShark","74,72,70,68,65,60,56,50,25"
Death Jr., PSP,"Play Magazine,Next Level Gaming,Gaming Age,Gamer's Hell,Detroit Free Press,PSM Magazine,Deeko,eToychest,WHAM! Gaming,IGN,Game Informer,Gaming Target,Cincinnati Enquirer,Just RPG,Game Chronicles,Game Over Online,GameSpot,Adrenaline Vault,DarkStation,Modojo,Computer Games Magazine,Gaming Horizon,Computer and Video Games,1UP,GamerFeed,TotalPlayStation,PSX Extreme,Worth Playing,PALGN,Official Playstation 2 Magazine UK,Official U.S. Playstation Magazine,Stuff,GamePro,Cheat Code Central,Yahoo!,Electronic Gaming Monthly,Game Revolution,IncGamers,Edge Magazine,GameCritics","90,85,83,76,75,75,75,72,70,70,70,68,68,68,67,65,65,60,60,60,60,60,60,60,60,60,57,56,50,50,50,50,50,50,50,48,42,40,40,30"
Perception," Xbox One, Game Boy Advance, PC","Game Informer,GameGrin,GamingTrend,TrueAchievements,ICXM,Gaming Age,MondoXbox,XboxAddict,GameSpew,Game Rant,IGN,,Game Informer,Attack of the Fanboy,CGMagazine,GameStar,Multiplayer.it,Gaming Nexus,IGN Spain,Polygon,CD-Action,The Overpowered Noobs,Vandal,SpazioGames,Riot Pixels,IGN Italia,Ragequit.gr,Games.cz,GameOver.gr,Hooked Gamers,Hardcore Gamer,Washington Post,GameSpot,PC Gamer,IGN,PlayGround.ru,Metro GameCentral,Destructoid","83,70,60,60,60,58,58,55,50,50,48,,83,80,75,73,70,65,65,65,60,60,60,60,58,58,52,50,50,50,50,50,50,50,48,30,30,30"
Signal Ops, PC,"Post Arcade (National Post),Games.cz,Destructoid,ZTGD,PC Gamer,IGN Italia,PC PowerPlay,DarkStation,NZGamer","85,80,70,60,59,55,50,40,40"
Venetica," PC, Xbox 360, PlayStation 3","GameStar,PC Games,Cynamite,SpazioGames,GameWatcher,RPG Fan,PC Gamer UK,GameSpot,IGN,Eurogamer,Vandal,Gamer.nl,LEVEL (Czech Republic),InsideGamer.nl,Multiplayer.it,Absolute Games,Metro GameCentral,IGN,Games Master UK,Game Informer,GameCritics,GameSpot,RPGamer,Official Xbox Magazine UK,Joystiq,Cheat Code Central,Destructoid,GameShark,Gaming Age,GamesRadar+,X-ONE Magazine UK,XGN,Meristation,IGN,InsideGamer.nl,Vandal,PSM3 Magazine UK,GameSpot,Xbox World 360 Magazine UK,Playstation: The Official Magazine (US),Playstation Official Magazine UK,GamePro,Cheat Code Central,Gaming Age,GamesRadar+","83,79,70,68,65,62,60,60,60,60,60,60,60,60,50,44,40,60,57,55,50,50,50,50,40,40,30,25,25,20,20,70,70,60,60,60,52,50,41,40,40,40,40,25,20"
Raiden III, PlayStation 2,"GameBrink,Siliconera,NTSC-uk,GameDaily,Eurogamer,Weekly Famitsu,IGN,GameSpot,GamesRadar+,PSX Extreme,GamePro,PSM Magazine,G4 TV,Official Playstation 2 Magazine UK","76,75,70,70,70,65,65,63,60,60,60,60,40,30"
Tour de France 2020, PlayStation 4,"TheGamer,PlaySense,Gameblog.fr,Jeuxvideo.com,Screen Rant,Cubed3,Everyeye.it,PlayStation Country,The Games Machine,GameCritics","90,70,70,70,60,50,50,50,50,40"
Rogue Trooper Redux," Xbox One, PC, Switch, PlayStation 4","4Players.de,Generación Xbox,Xbox Achievements,XBLA Fans,SomosXbox,TrueAchievements,ZTGD,TheXboxHub,GameSpew,Attack of the Fanboy,COGconnected,GameSpace,Hooked Gamers,GameWatcher,God is a Geek,Games.cz,The Games Machine,PC Gamer,PC PowerPlay,PLAY! Zine,CD-Action,NintendoWorldReport,Nintendo Life,Nintendo Enthusiast,GameSpace,Pocket Gamer UK,We Got This Covered,Digital Chumps,XGN,Cubed3,Areajugones,GameCritics,Wccftech,TheSixthAxis,Polygon,DualShockers,Meristation,CGMagazine,GameOver.gr,Hardcore Gamer,Eurogamer Italy,SpazioGames,IGN Spain,Trusted Reviews,Multiplayer.it,GamesRadar+,Push Square,Everyeye.it,PlayStation Universe,PlaySense,Metro GameCentral","70,65,65,60,60,60,60,60,50,50,85,80,75,70,70,60,60,58,50,50,30,70,70,65,65,60,60,60,50,30,70,70,70,70,65,65,60,60,60,60,60,60,60,60,60,60,60,58,55,45,40"
Ryse: Son of Rome," PC, Xbox One","DarkStation,Gamers' Temple,Everyeye.it,GameOver.gr,Merlin'in Kazanı (Turkey),Eurogamer Italy,Multiplayer.it,PC Games,GameStar,Riot Pixels,Ragequit.gr,GameWatcher,GamingTrend,3DJuegos,Vandal,Meristation,Shacknews,Hardcore Gamer,PC Gamer,IGN Italia,Games.cz,Digitally Downloaded,XGN,IncGamers,GameSpot,4Players.de,CD-Action,GamesBeat,Gaming Age,Worth Playing,Xbox Achievements,Critical Hit,Post Arcade (National Post),EGM,Everyeye.it,Game Over Online,Pelit (Finland),X-ONE Magazine UK,XGN,GameCritics,COGconnected,MondoXbox,Cheat Code Central,Official Xbox Magazine,Multiplayer.it,The Escapist,GameTrailers,Eurogamer Germany,Eurogamer Italy,GamesRadar+,VideoGamer,Official Xbox Magazine UK,AusGamers,IGN,ZTGD,Gaming Nexus,IGN Italia,JeuxActu,3DJuegos,NZGamer,Vandal,CD-Action,Games.cz,GamingTrend,Games Master UK,The Digital Fix,GRYOnline.pl,Gamer.no,Impulsegamer,Game Revolution,Eurogamer Spain,GameFront,Hardcore Gamer,Giant Bomb,Toronto Sun,Guardian,USgamer,Edge Magazine,Digital Spy,Meristation,Gameblog.fr,games(TM),Game Informer,Polygon,NowGamer,Level7.nu,InsideGamer.nl,Telegraph,God is a Geek,SpazioGames,The Globe and Mail (Toronto),Shacknews,Joystiq,Destructoid,Eurogamer,4Players.de,Gameplanet,Gamereactor Sweden,LEVEL (Czech Republic),Gamer.nl,LevelUp,GameSpot,Hyper Magazine,Metro GameCentral","80,75,75,70,70,70,68,68,68,65,65,65,65,65,62,62,60,60,57,54,50,50,50,50,50,47,40,86,83,83,80,75,75,75,75,74,73,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,68,66,65,65,65,65,65,62,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,60,55,50,50,50,50,50,50,50,50,50,50,46,45,40,40,40,40,40,30,30"
Cyberpunk 2077," Xbox One, PlayStation 4","Xbox Tavern,TheXboxHub,TrueAchievements,Xbox Achievements,Generación Xbox,Daily Star,Vgames,GamePro Germany,Gaming Age,Siliconera,Game Informer,Pure Xbox,Post Arcade (National Post),COGconnected,IGN,Jeuxvideo.com,Atomix,KeenGamer,VideoGamer,WellPlayed,LaPS4,Android Central,GameSpace,Digital Chumps,GAMINGbible,GameGrin,Worth Playing,CD-Action,Video Chums,Playstation Official Magazine UK,Game Rant,TheSixthAxis,RPGamer,BaziCenter,PlayStation Universe,DarkStation,VGC,Cultured Vultures,GamingBolt,Gamers Heroes,Everyeye.it,Hobby Consolas,PlaySense,Hey Poor Player,PlayStation LifeStyle,Multiplayer.it,EGM,USgamer,Areajugones,Gameblog.fr,IGN,Jeuxvideo.com,Push Square,GRYOnline.pl","94,90,90,85,80,80,75,68,67,60,55,50,40,40,40,35,90,87,80,75,71,70,70,70,70,65,65,60,60,60,60,60,60,60,60,60,60,60,60,60,55,55,50,50,50,45,40,40,40,40,40,35,30,30"
Monster Energy Supercross - The Official Videogame 4, Xbox Series X,"Jeuxvideo.com,Xbox Tavern,Eurogamer Italy,Generación Xbox,TheXboxHub,IGN,XboxAddict,Comicbook.com","75,73,70,67,60,60,44,40"
J-Stars Victory Vs+, PlayStation 4,"Eurogamer Italy,IGN Italia,Dealspwn,4Players.de,Critical Hit,IGN Spain,Multiplayer.it,Vandal,Hobby Consolas,3DJuegos,Digital Chumps,LaPS4,Playstation Official Magazine UK,ZTGD,Atomix,Attack of the Fanboy,Push Square,Game Over Online,CGMagazine,Worth Playing,GameCrate,PlayStation LifeStyle,God is a Geek,Impulsegamer,Play UK,LevelUp,TheSixthAxis,GamesVillage.it,GameCritics,JeuxActu,games(TM),Hardcore Gamer,IGN,Digitally Downloaded,Destructoid,Arcade Sushi,Twinfinite,Metro GameCentral,Gameblog.fr,CD-Action","80,80,80,78,75,75,75,75,75,75,74,73,70,70,70,70,70,65,65,65,65,65,65,62,60,60,60,60,55,55,50,50,50,50,50,45,40,40,40,35"
Spy Fiction, PlayStation 2,"Next Level Gaming,XGP Gaming,PGNx Media,GameZone,Worth Playing,Game Informer,Play Magazine,IGN,Warcry,Cheat Code Central,PSX Nation,Weekly Famitsu,GamingTrend,GameSpot,eToychest,Gamer's Hell,Inside Gamer Online,Armchair Empire,G4 TV,netjak,PSM Magazine,GamerFeed,Console Gameworld,GamePro,DailyGame,The Sydney Morning Herald,GameSpy,1UP,Electronic Gaming Monthly,Gaming Age,GMR Magazine,Official U.S. Playstation Magazine,Game Revolution","84,82,80,77,75,75,75,73,72,70,70,70,68,66,65,65,64,62,60,60,60,60,60,60,57,50,50,50,45,42,40,40,25"
One Must Fall: Battlegrounds, PC,"Cheat Code Central,Game Informer,GameZone,Next Level Gaming,GameSpot,Adrenaline Vault,IGN,ActionTrip,Worth Playing,GameSpy,Gamer's Pulse,GameBiz,Game Chronicles,PC Gamer,Frictionless Insight,G4 TV,Computer Games Magazine,Computer Gaming World,Game Revolution","80,80,75,71,71,70,67,60,60,60,60,60,60,58,50,40,40,40,33"
Rugby 2004," PlayStation 2, Dreamcast","Maxim Online,IGN,PSM Magazine,BBC Sport,Gamestyle,GameSpy,Official U.S. Playstation Magazine,Game Informer,GameBiz,GameZone,Operation Sports,GameSpot,Eurogamer,","80,73,70,65,60,60,60,60,56,55,52,50,40,"
Motor Trend presents Lotus Challenge, Xbox,"Cheat Code Central,GameSpy,GameZone,Official Xbox Magazine,TotalGames.net,G4 TV,TeamXbox,Electronic Gaming Monthly,Xbox Nation Magazine","80,79,73,72,60,60,58,40,30"
Disney's Donald Duck: Goin' Quackers, GameCube,"Game Informer,GameSpy,TotalGames.net,GameZone,GameSpot,Nintendo Power,IGN","70,68,65,62,62,58,52"
BCT Commander, PC,"PC Gameworld,PC Gamer,Armchair Empire,GameZone,GameSpot,Yahoo!,Electric Playground,GameSpy,IGN,Computer Gaming World","85,81,80,75,70,70,60,50,40,30"
Championship Surfer," Dreamcast, PlayStation","Daily Radar,Planet Dreamcast,GameSpot,GamePro,GamerWeb Sega,DC Swirl,Game Revolution,Happy Puppy,IGN,IGN,GameSpot,TotalGames.net,Gaming Age,Happy Puppy","88,80,72,70,65,60,50,35,34,73,73,42,42,35"
Moon Diver," Xbox 360, PlayStation 3","Game Over Online,TeamXbox,XboxAddict,Game Chronicles,Gaming Nexus,Vandal,Game Informer,NZGamer,IGN,My Gamer,X-ONE Magazine UK,Everyeye.it,GamerNode,Eurogamer Italy,Official Xbox Magazine,Official Xbox Magazine UK,GameWatcher,SpazioGames,MS Xbox World,Gamereactor Denmark,GameShark,Game Over Online,Multiplayer.it,Vandal,Game Informer,D+PAD Magazine,GamesRadar+,Level7.nu,GameZone,IGN,PSX Extreme,Eurogamer,GamingXP,Gaming Age,Gaming Nexus,GameSpot,GameFocus,Playstation Official Magazine Australia,Playstation Official Magazine UK,Joystiq,Gameblog.fr,Metro GameCentral,GamePro,Cheat Code Central,PALGN,Playstation: The Official Magazine (US),GameCritics,Meristation,Play UK,GameWatcher,SpazioGames,games(TM),Machinima,Gamekult,TheSixthAxis","85,85,80,75,75,75,73,70,70,62,60,60,60,60,45,40,40,40,40,30,25,85,75,75,73,70,70,70,70,70,70,70,69,67,67,65,64,60,60,60,60,60,60,58,55,50,50,50,46,40,40,40,40,40,30"
Georifters, Switch,"Video Chums,GameGrin,Starbit,COGconnected,God is a Geek,Gaming Age,Switch Player,Nintendo Life,Cubed3","80,75,70,65,60,58,50,50,40"
Dead Rising: Chop Till You Drop, Wii,"Destructoid,3DJuegos,GameDaily,Multiplayer.it,GamePro,Zentendo,ZTGD,IGN,GameTrailers,Official Nintendo Magazine UK,Cheat Code Central,Vandal,GameSpot,Gamer 2.0,Games Master UK,XGN,Meristation,Eurogamer,GameZone,NintendoWorldReport,PALGN,AceGamez,1UP,Nintendo Gamer,Computer and Video Games,Metro GameCentral,GameShark,Game Revolution,G4 TV,DarkZero","80,72,70,70,70,70,70,69,69,68,68,66,65,63,62,61,60,60,60,60,60,60,58,55,50,50,42,42,40,20"
Ghost in the Shell: Stand Alone Complex, PSP,"Play Magazine,Worth Playing,Times Online,GameBrink,Official U.S. Playstation Magazine,PSX Extreme,My Gamer,Gamer's Hell,Game Chronicles,IGN,PALGN,GameSpot,netjak,GameZone,PSM Magazine,Game Informer,Gaming Age,GameSpy,Gamezilla!,DarkStation,Computer and Video Games,Official Playstation 2 Magazine UK,Modojo","85,82,80,73,70,70,70,69,68,62,60,59,58,58,55,55,50,50,50,50,50,50,40"
Star Wars: The Force Unleashed II," Xbox 360, PC","GameWatcher,Videogameszone.de,Console Monster,AtomicGamer,Cheat Code Central,GamesRadar+,Planet Xbox 360,Game Informer,Games Master UK,Multiplayer.it,Official Xbox Magazine,XboxAddict,3DJuegos,GamingXP,Gamervision,Digital Chumps,SpazioGames,Eurogamer Portugal,MondoXbox,MS Xbox World,Vandal,The A.V. Club,IncGamers,Xbox World Australia,IGN,GameTrailers,Xbox Achievements,Eurogamer Italy,Everyeye.it,Eurogamer Spain,X-ONE Magazine UK,Gameblog.fr,Giant Bomb,VideoGamer,Official Xbox Magazine UK,Gamer 2.0,GameSpot,Destructoid,Joystiq,1UP,XGN,Game Over Online,Gamereactor Sweden,games(TM),Gamer.nl,Xbox World 360 Magazine UK,GameSpy,Metro GameCentral,Total Video Games,ActionTrip,RealGamer,GamePro,Eurogamer,Gaming Age,Telegraph,Thunderbolt,DarkZero,Gamer Limit,GameCritics,GameWatcher,Cheat Code Central,PC Games,Gamers.at,MEGamers,IGN,The Escapist,VideoGamer,PC Gamer,GameSpot,GameZone,LEVEL (Czech Republic),PC Format,PC PowerPlay","85,85,81,80,80,80,78,78,77,75,75,75,73,73,73,72,70,70,70,70,68,67,65,65,65,63,62,60,60,60,60,60,60,60,60,60,60,60,60,58,55,55,50,50,50,50,50,50,50,50,50,50,50,42,40,40,40,40,10,85,80,71,68,65,65,60,60,55,55,50,50,46,40"
