Name,Platform,Sources,Scores
Darkstone, PlayStation,"PSX Nation,Daily Radar,Happy Puppy,Official U.S. Playstation Magazine,IGN,GameSpot,Hot Games,GamePro,Gaming Age,Game Revolution","91,75,70,70,69,60,50,40,33,16"
Of Light and Darkness: The Prophecy, PC,"Adrenaline Vault,GameSpot,PC Gamer,Computer Games Magazine,Just Adventure,All Game Guide,Game Revolution,Quandary","70,69,67,60,58,50,33,20"
Vigilante 8: Arcade, Xbox 360,"Official Xbox Magazine UK,IGN,Game Chronicles,Talk Xbox,TeamXbox,Official Xbox Magazine,X-ONE Magazine UK,Console Monster,Cheat Code Central,1UP,GamePro,Eurogamer,GameSpot,Xbox World 360 Magazine UK,Gaming Nexus","80,73,68,65,61,60,60,55,54,50,50,50,45,40,25"
Werewolf: The Apocalypse - Earthblood," Xbox Series X, Switch, PlayStation 2, DS","SomosXbox,Player 2,Generación Xbox,GAMES.CH,WellPlayed,MGG Spain,GameGrin,Xbox Tavern,DarkStation,Impulsegamer,Daily Star,Pure Xbox,TheXboxHub,App Trigger,ZTGD,Xbox Achievements,Critical Hit,Screen Rant,GamingBolt,GameSkinny,Jeuxvideo.com,Cultured Vultures,,,","77,75,72,70,70,65,65,63,60,60,60,60,60,55,55,55,50,50,40,40,35,30,,,"
Overlord Minions, DS,"Nintendo Power,NintendoWorldReport,Destructoid,GamePro,Cubed3,Games Master UK,Vandal,SpazioGames,IGN,3DJuegos,Cheat Code Central,GameZone,Multiplayer.it,GameFocus,Nintendo Gamer,Official Nintendo Magazine UK,Gamer.nl,Everyeye.it,GameSpot,Modojo,1UP,Metro GameCentral","70,70,70,70,70,68,63,63,61,61,60,60,59,57,55,51,50,50,45,40,33,30"
Rocky Balboa, PSP,"WHAM! Gaming,Play UK,PSM3 Magazine UK,Games Master UK,GameSpot,VideoGamer,Official Playstation 2 Magazine UK,Playstation Official Magazine UK,Eurogamer,PALGN,Pure Magazine UK,GamingExcellence,Cheat Code Central,Edge Magazine,games(TM),IGN,Pocket Gamer UK","75,68,66,62,61,60,60,60,60,60,60,58,54,50,50,47,40"
Touhou: Scarlet Curiosity, PlayStation 4,"GamingTrend,TheSixthAxis,GameSpew,PlayStation LifeStyle,Wccftech,Digitally Downloaded,Gaming Nexus,Atomix,Worth Playing,DarkStation,GameCritics,Twinfinite,COGconnected,PlayStation Country,Hardcore Gamer,RPGamer,High-Def Digest,GameGrin,We Got This Covered,Destructoid","90,80,80,80,75,70,70,68,65,60,60,60,56,50,50,40,40,35,30,25"
Scrap Garden, PC,"GameSpew,Ragequit.gr,Areajugones,Vandal,PLAY! Zine,SpazioGames,Everyeye.it","70,68,60,55,50,50,50"
Monster Rancher EVO, PlayStation 2,"Digital Entertainment News,Game Informer,GameSpy,Worth Playing,IGN,eToychest,GameSpot,Cheat Code Central,DarkStation,GamingTrend,Deeko,Official U.S. Playstation Magazine,TotalPlayStation,GamesRadar+,Detroit Free Press,Eurogamer","89,80,70,69,65,65,64,62,60,59,55,50,35,30,25,20"
The Caligula Effect, PlayStation Vita,"Digitally Downloaded,GameGrin,PlayStation LifeStyle,Vandal,GameSpew,Wccftech,Hardcore Gamer,DualShockers,Everyeye.it,NZGamer,COGconnected,GamingTrend,Video Chums,Push Square,RPG Fan,Gaming Age,RPGamer,Destructoid,CGMagazine,God is a Geek,RPG Site,Game Revolution","90,80,80,75,70,70,70,70,68,60,60,60,54,50,45,42,40,40,40,40,40,40"
Formula Fusion, PC,"Meristation,IGN Italia,Worth Playing,Game Debate,CD-Action,Games.cz,4Players.de,Everyeye.it,CGMagazine,GameStar,Eurogamer Italy,Multiplayer.it,COGconnected","75,71,70,65,60,60,55,50,50,50,50,50,35"
Furry Legends, Wii,"NintendoWorldReport,GameZone,Nintendo Life,IGN,Eurogamer,Games Master UK,Cheat Code Central,Metro GameCentral","80,75,70,60,60,58,40,30"
Xiaolin Showdown," DS, PlayStation 2, Wii","GameZone,GameSpot,Nintendo Gamer,Games Master UK,Worth Playing,Nintendo Power,IGN,,","70,64,60,60,55,50,50,,"
Carnival Games VR, PlayStation 4,"GamingTrend,PlayStation LifeStyle,PlayStation Country,Playstation Official Magazine UK,PlaySense,NZGamer,COGconnected,Stevivor,God is a Geek,Push Square","80,75,70,60,60,60,58,50,30,30"
Time Machine VR, PC,"God is a Geek,Destructoid,GameCrate,Hardcore Gamer,Game Informer,4Players.de,Game Revolution","70,70,63,60,60,40,40"
Aegis Wing, Xbox 360,"Console Gameworld,Gaming Target,Hardcore Gamer,TeamXbox,Digital Entertainment News,Xbox World 360 Magazine UK,X-ONE Magazine UK","90,70,70,64,45,40,40"
BlowOut," PlayStation 2, Wii","eToychest,Cheat Code Central,Play Magazine,IGN,Worth Playing,Official U.S. Playstation Magazine,TotalGames.net,GameSpot,AceGamez,GamerFeed,G4 TV,GMR Magazine,","80,70,67,65,60,60,54,52,50,40,40,40,"
TiQal, Xbox 360,"Gameplanet,NZGamer,GameSpot,GamingExcellence,GamePro,1UP,Cheat Code Central,TeamXbox,IGN,GameDaily,Console Monster,Worth Playing,Totally360,Official Xbox Magazine UK,Eurogamer,GamesRadar+,Giant Bomb,X-ONE Magazine UK,Xbox World 360 Magazine UK,MS Xbox World,Official Xbox Magazine","90,80,75,72,70,67,66,65,65,60,55,51,50,50,50,50,40,40,40,40,40"
Cartoon Network: Punch Time Explosion, 3DS,"NintendoWorldReport,Worth Playing,AtomicGamer,GamePro,Nintendo Power,Cheat Code Central,ZTGD,Nintendo Life,Official Nintendo Magazine UK,GameSpot,Nintendo Gamer,Games Master UK,Pocket Gamer UK,Game Informer,IGN,N-Europe","75,75,70,70,70,62,60,60,56,55,52,51,50,48,45,40"
Wii Play, Wii,"Official Nintendo Magazine UK,AtomicGamer,Gaming Target,Nintendo Gamer,PALGN,Nintendo Power,Cheat Code Central,Game Informer,Gamer 2.0,Nintendojo,GameTrailers,Eurogamer,GameSpy,1UP,GamesRadar+,GameDaily,Armchair Empire,Next Level Gaming,DarkStation,G4 TV,Gaming Nexus,GameBrink,Da Gameboyz,GamerNode,netjak,IGN,Kombo,GameSpot,Electronic Gaming Monthly,VideoGamer,Games Master UK,WHAM! Gaming,Detroit Free Press,Jolt Online Gaming UK,NintendoWorldReport,The A.V. Club,Gamestyle,GamePro,Thunderbolt,games(TM),NTSC-uk","91,78,73,70,70,70,70,70,69,65,64,60,60,60,60,60,60,60,60,60,60,59,59,59,59,55,55,54,52,50,50,50,50,48,45,42,40,40,40,30,30"
Paradise Lost, PC,"Screen Rant,Adventure Gamers,Noisy Pixel,CD-Action,New Game Network,Vandal,Meristation,Multiplayer.it,4Players.de,Edge Magazine,GameOver.gr,IGN","80,70,70,65,64,60,60,60,52,50,50,50"
Omega Quintet, PlayStation 4,"Digitally Downloaded,ZTGD,LaPS4,Everyeye.it,Hobby Consolas,Atomix,Vandal,IGN Spain,TheSixthAxis,Dealspwn,PlayStation Universe,Hardcore Gamer,PlayStation LifeStyle,RPG Fan,GamingTrend,GameCritics,DarkZero,RPGamer,Push Square,Gaming Age,Destructoid,Gamestyle","90,75,70,70,68,65,63,60,60,60,60,60,60,55,55,50,50,50,50,42,40,30"
Mega Man X7, PlayStation 2,"Siliconera,Deeko,Game Informer,GMR Magazine,PSM Magazine,Computer and Video Games,IGN,GameSpot,TotalGames.net,GameZone,Official U.S. Playstation Magazine,TotalPlayStation,PSX Nation,Adrenaline Vault,GameShark,GamePro,Thunderbolt,GameNow,Play Magazine,Electronic Gaming Monthly,Yahoo!,NTSC-uk,Cheat Code Central,eToychest,GameSpy,G4 TV,netjak,Gaming Age,Game Revolution,Gamenikki","90,75,75,70,70,70,67,65,62,61,60,60,60,60,60,60,60,58,58,53,50,50,50,40,40,40,40,33,33,30"
Army of Two: The Devil's Cartel," PlayStation 3, PC","GamingXP,NZGamer,Cheat Code Central,Vandal,Meristation,Digital Chumps,Impulsegamer,XGN,LaPS4,Playstation Official Magazine UK,Playstation Official Magazine Australia,Eurogamer Portugal,Gamereactor Denmark,Eurogamer Sweden,PSX Extreme,PlaySense,Level7.nu,Gameplanet,PlayStation LifeStyle,GameSpot,IGN,Official PlayStation Magazine Benelux,PlayStation Universe,GameWatcher,Post Arcade (National Post),Play UK,Gameblog.fr,","85,75,74,73,73,72,70,65,64,60,60,60,60,60,59,55,50,50,50,50,50,49,45,45,45,44,40,"
Romancing SaGa, PlayStation 2,"eToychest,RPG Fan,Worth Playing,Armchair Empire,Computer Games Magazine,GameShark,Gamers' Temple,Just RPG,Electronic Gaming Monthly,GameSpot,1UP,G4 TV,BonusStage,GamePro,GameZone,Game Informer,Official U.S. Playstation Magazine,Game Chronicles,Siliconera,DarkStation,PSM Magazine,Game Revolution,Gaming Age","90,87,85,80,80,67,66,63,62,60,60,60,52,50,50,50,50,50,50,50,50,42,25"
Vicious Circle, PC,"Cultured Vultures,The Overpowered Noobs,GameSpace,Screen Rant,COGconnected,Destructoid,Attack of the Fanboy","65,60,60,60,55,55,50"
Viviette, Switch,"Video Chums,Nintenderos,FNintendo,GameSpew,Destructoid,NintendoWorldReport,DarkStation,Cubed3","80,75,60,60,60,50,40,40"
SINNER: Sacrifice for Redemption, Switch,"Cubed3,Nintendo Insider,God is a Geek,GameSpot,Nintendo Life,Gameplanet,NintendoWorldReport,Vandal,Nintenderos,Switch Player,TheSixthAxis,The Daily Dot","70,70,70,60,60,60,60,60,55,50,40,30"
This is the Police 2, Switch,"Nintenderos,Nintendojo,Switch Player,Trusted Reviews,Nintendo Life,NintendoWorldReport,Gaming Age","80,67,60,60,60,50,33"
The Long Reach, Switch,"IGN Spain,Nintenderos,Switch Player,Nintendo Insider,Pocket Gamer UK,Nintendo Life,Cubed3,NintendoWorldReport,Digitally Downloaded","80,65,60,60,60,60,50,50,40"
Pixel Heroes: Byte & Magic, Xbox One,"Video Chums,XboxAddict,TrueAchievements,The Digital Fix,Generación Xbox,XBLA Fans,TheXboxHub,COGconnected,GameCritics,ICXM,ZTGD,GameSpew","80,70,70,60,60,60,60,55,50,50,45,30"
Duke Nukem Forever: The Doctor Who Cloned Me, Xbox 360,"Eurogamer Germany,Impulsegamer,ZTGD,TeamXbox,Gamereactor Sweden,Eurogamer,Gamereactor Denmark,Official Xbox Magazine","80,70,70,70,60,50,40,40"
Raving Rabbids: Alive & Kicking, Xbox 360,"MondoXbox,GamingXP,Official Xbox Magazine UK,GameFocus,XGN,Games Master UK,Game Chronicles,Impulsegamer,Xbox Achievements,Gamestyle,NZGamer,Vandal,Console Monster,PALGN,XboxAddict,X-ONE Magazine UK,games(TM),SpazioGames,Everyeye.it,Digital Spy,Official Xbox Magazine,DarkStation,GameOver.gr,Eurogamer Sweden,Game Informer,Eurogamer Italy,GameSpot,Gameblog.fr,Gamekult,IGN,Metro GameCentral","87,82,80,80,75,75,72,72,72,70,68,67,65,65,60,60,60,60,60,60,55,50,50,50,50,50,40,40,40,30,20"
Hero of Sparta, PSP,"Pocket Gamer UK,IGN,Playstation Official Magazine UK,Play UK,VideoGamer,TheSixthAxis,PSM3 Magazine UK,Eurogamer","80,79,60,57,50,50,42,40"
ARKANOID Live!, Xbox 360,"TeamXbox,IGN,Official Xbox Magazine,GameSpot,1UP,Console Monster,WonderwallWeb,X-ONE Magazine UK,Xbox World 360 Magazine UK","74,74,65,65,50,50,50,50,20"
Over the Hedge: Hammy Goes Nuts, PSP,,
Defender," Xbox 360, Game Boy Advance","GameSpot,Official Xbox Magazine,Eurogamer,GamesRadar+,Official Xbox Magazine UK,Game Chronicles,IGN,X-ONE Magazine UK,360 Gamer Magazine UK,Nintendo Power,GameZone,TotalGames.net,Pocket Games,GameSpot,Nintendophiles,Gamer's Pulse,All Game Guide,Cheat Code Central,IGN,Game Informer,Gaming Age","66,65,60,60,60,56,55,50,40,60,55,55,50,49,45,40,40,40,20,20,0"
SD Gundam Force: Showdown!, PlayStation 2,"GameZone,GamePro,Official U.S. Playstation Magazine,PSM Magazine,Cheat Code Central,IGN,eToychest","70,70,70,55,50,45,40"
Jack the Ripper, PC,"Game Chronicles,Gamer's Hell,IGN,GameSpy,Worth Playing,PC Gamer,Quandary,PC Gameworld,Cheat Code Central,GameZone,Just Adventure,ActionTrip,GameSpot,eToychest,Game Over Online,Four Fat Chicks,Computer Gaming World,Adventure Gamers,Computer Games Magazine","84,82,78,75,64,61,60,60,60,58,58,57,52,50,46,40,40,30,20"
Heroes of Might and Magic IV: Winds of War, PC,"GameZone,ActionTrip,PC Gameworld,IGN,GameSpot,netjak,Computer Games Magazine,Game Revolution,G4 TV,GameSpy,Computer Gaming World","75,70,70,69,67,60,50,42,40,40,30"
Star Wars: Jedi Power Battles, Game Boy Advance,"Hot Games,GameZone,Game Informer,Nintendo Power,GamerWeb Nintendo,IGN,All Game Guide,Pocket Games","90,80,63,58,55,40,40,20"
RLH: Run Like Hell," PlayStation 2, PlayStation Vita","GamingTrend,Game Informer,Cheat Code Central,Armchair Empire,Game Over Online,Weekly Famitsu,Cincinnati Enquirer,Yahoo!,Media and Games Online Network,IGN,Electric Playground,Gamers' Temple,Play Magazine,Official U.S. Playstation Magazine,PSX Nation,PSM Magazine,Gamer's Pulse,Entertainment Weekly,Thunderbolt,GameZone,netjak,Adrenaline Vault,TotalPlayStation,G4 TV,GamePro,GameSpot,Gaming Age,","82,80,80,75,75,70,70,70,68,66,65,65,60,60,60,60,56,50,50,50,50,50,50,40,40,40,25,"
Mobile Suit Gundam: Journey to Jaburo, PlayStation 2,"Gamezilla!,Electric Playground,GamePro,GameSpy,GameSpot,IGN,All Game Guide,Core Magazine,PSX Nation,GamePen,GameShark,GamerWeb Sony,Gaming Age,Next Generation Magazine,Electronic Gaming Monthly,Game Revolution","71,70,70,68,68,65,60,58,50,50,46,45,42,40,40,33"
Mario Party: Island Tour, 3DS,"NintendoWorldReport,COGconnected,Armchair Empire,4Players.de,Critical Hit,Cheat Code Central,USgamer,GameSpot,NZGamer,Multiplayer.it,SpazioGames,JeuxActu,3DJuegos,IGN Italia,Cubed3,Official Nintendo Magazine UK,Gameblog.fr,Vandal,Meristation,XGN,Everyeye.it,Eurogamer Portugal,Eurogamer Italy,Game Revolution,GamesRadar+,Nintendo Life,God is a Geek,Pocket Gamer UK,Gaming Age,Digital Chumps,IGN,Level7.nu,Gamereactor Denmark,Gamereactor Sweden,GameOver.gr,Metro GameCentral,Polygon,Shacknews,LevelUp,Slant Magazine,Modojo,Games Master UK,games(TM),Digital Spy,NowGamer,Destructoid,Game Informer","85,79,75,72,70,70,70,70,69,69,65,65,65,63,60,60,60,60,60,60,60,60,60,60,60,60,60,60,58,56,55,50,50,50,50,50,50,50,50,50,50,43,40,40,40,40,40"
Kirby Battle Royale, 3DS,"IGN Japan,Atomix,Multiplayer.it,GamingTrend,COGconnected,NintendoWorldReport,3DJuegos,Hardcore Gamer,Shacknews,LevelUp,CGMagazine,Nintendo Force Magazine,FNintendo,4Players.de,Cubed3,God is a Geek,IGN Spain,Vandal,Destructoid,App Trigger,Wccftech,Gamer.nl,IGN Italia,Post Arcade (National Post),DarkZero,JeuxActu,XGN,TheSixthAxis,InsideGamer.nl,Nintendo Life,Games Master UK","74,70,70,65,65,65,65,60,60,60,60,60,60,60,60,60,60,60,55,55,55,55,55,50,50,50,50,50,50,50,40"
Typoman, Wii U,"IGN Italia,Gaming Nexus,Cubed3,Everyeye.it,4Players.de,Multiplayer.it,FNintendo,TheSixthAxis,3DJuegos,Brash Games,Nintendo Life,Nintendo Enthusiast,Gamer.nl,ZTGD,Nintendo Force Magazine,Digitally Downloaded,Vandal,GamingTrend,DarkStation,God is a Geek,Hardcore Gamer,NintendoWorldReport,Games Master UK,Destructoid,CD-Action,Metro GameCentral","87,85,80,80,76,75,70,70,70,70,70,70,65,65,60,60,60,60,50,50,50,40,35,35,30,30"
Datura, PlayStation 3,"GamingXP,XGN,Gamereactor Denmark,PSFocus,PSX Extreme,Digital Chumps,PlayStation Universe,PlayStation LifeStyle,GamesRadar+,Game Revolution,Official PlayStation Magazine Benelux,Vandal,InsideGamer.nl,CD-Action,Polygon,Meristation,PSM3 Magazine UK,Playstation Official Magazine Australia,Playstation: The Official Magazine (US),NZGamer,Eurogamer Sweden,D+PAD Magazine,Multiplayer.it,GRYOnline.pl,Push Square,Eurogamer Italy,GameTrailers,Playstation Official Magazine UK,IGN,Gamers' Temple,Gamer.nl,GameWatcher,Eurogamer Portugal,Cheat Code Central,Eurogamer,4Players.de,SpazioGames,Games Master UK,AusGamers,Eurogamer Germany,GameSpot,Gameblog.fr,Eurogamer Spain,Metro GameCentral,Edge Magazine","85,75,70,70,70,70,70,70,70,70,69,69,68,65,65,62,61,60,60,60,60,60,60,60,60,60,60,60,60,55,50,50,50,50,50,50,50,43,41,40,40,40,40,40,40"
Naruto Shippuden: Kizuna Drive, PSP,"Game Chronicles,Vandal,3DJuegos,Eurogamer Portugal,IGN,Multiplayer.it,Worth Playing,Playstation: The Official Magazine (US),TotalPlayStation,Eurogamer Italy,SpazioGames,Armchair Empire,Everyeye.it,PSFocus,Playstation Official Magazine UK,Gamer.nl,PlayStation LifeStyle,GameZone,Play UK,Gameblog.fr,Gaming Nexus,Gamekult","75,75,71,70,70,68,65,60,60,60,60,55,55,52,50,50,50,45,42,40,33,30"
Stranded Sails: Explorers of the Cursed Islands, Switch,"Nintendo Enthusiast,Nintenderos,NintendoWorldReport,PLAY! Zine,FNintendo,IGN Spain,Impulsegamer,Nintendo Life,Video Chums,ZTGD,Switch Player,Gamers Heroes,COGconnected,GameSpace,Twinfinite,Cubed3,GamingTrend","85,80,80,70,60,60,60,60,58,55,50,50,48,48,40,30,20"
Vancouver 2010 - The Official Video Game of the Olympic Winter Games," PC, PC, PlayStation 2","PC Games,Cynamite,PC Zone UK,GamingXP,Meristation,Multiplayer.it,PC Gamer,GamingExcellence,InsideGamer.nl,GameStar,Cheat Code Central,LEVEL (Czech Republic),PC Games,Cynamite,PC Zone UK,GamingXP,Meristation,Multiplayer.it,PC Gamer,GamingExcellence,InsideGamer.nl,GameStar,Cheat Code Central,LEVEL (Czech Republic),","73,70,64,60,60,60,58,57,50,50,50,50,73,70,64,60,60,60,58,57,50,50,50,50,"
Undercover: Operation Wintersun, PC,"GameShark,Adventure Gamers,AceGamez,GameZone,Worth Playing,GameWatcher,Gamers' Temple,IGN,PC Gamer,Jolt Online Gaming UK,Quandary,Just Adventure,PC Zone UK,PC Gamer UK,GameSpot","91,70,70,70,68,67,66,65,65,62,60,58,52,41,30"
Dirge of Cerberus: Final Fantasy VII, PlayStation 2,"AceGamez,Siliconera,GameBrink,Play Magazine,RPG Fan,Worth Playing,GameTrailers,IGN,Gamezilla!,Game Chronicles,Boomtown,GameZone,Game Informer,Cheat Code Central,Console Gameworld,GameShark,Deeko,PSX Extreme,Digital Entertainment News,Games Master UK,GameSpy,GameSpot,GamesRadar+,Yahoo!,Gaming Target,Official U.S. Playstation Magazine,GameCritics,My Gamer,Official Playstation 2 Magazine UK,Total Video Games,PALGN,Play.tm,Gamer 2.0,PSM Magazine,Electric Playground,PSM3 Magazine UK,VGPub,eToychest,GamePro,Eurogamer,Jolt Online Gaming UK,Electronic Gaming Monthly,netjak,Edge Magazine,1UP,G4 TV,VideoGamer,PSM2 Magazine UK,Gaming Age,Game Revolution,games(TM)","90,80,76,75,74,73,72,70,70,70,70,69,68,68,68,67,65,65,65,64,60,60,60,60,60,60,60,60,60,60,60,57,56,55,55,51,51,50,50,50,50,47,45,40,40,40,40,36,33,33,30"
Fade to Silence," PC, PlayStation Vita","GameSpace,MGG,Hooked Gamers,BaziCenter,GameOver.gr,PC Invasion,4Players.de,Jeuxvideo.com,The Games Machine,Critical Hit,Games.cz,Cultured Vultures,3DJuegos,","85,78,75,65,60,60,58,55,45,45,40,40,40,"
OK K.O.! Let's Play Heroes, Xbox One,"TheXboxHub,Gamers' Temple,Hardcore Gamer,CGMagazine,XboxAddict,Xbox Tavern,Gaming Age","70,60,60,60,59,51,42"
Kuon, PlayStation 2,"PSM Magazine,Just Adventure,TotalGames.net,Weekly Famitsu,Yahoo!,NTSC-uk,GameSpot,Game Informer,Gamer.tv,AceGamez,Jolt Online Gaming UK,Gaming Age,1UP,Electronic Gaming Monthly,GMR Magazine,Official U.S. Playstation Magazine,PSX Nation,Cheat Code Central,GamePro,Eurogamer","75,75,71,70,70,70,63,60,60,60,60,58,55,53,50,50,50,50,40,40"
Group S Challenge, Xbox,"GamePro,Official Xbox Magazine,GameZone,GameShark,Game Informer,XboxAddict,GameSpot,GameSpy,Electronic Gaming Monthly,Edge Magazine,NTSC-uk,GMR Magazine,TotalGames.net,Xbox Nation Magazine,Gamestyle,Gaming Age,GameNow","80,78,77,70,68,68,62,60,53,50,50,50,50,40,40,33,25"
The Cameron Files: Pharaoh's Curse, PC,"GameZone,Adventure Gamers,PC Gameworld,Quandary,Adrenaline Vault,Game Over Online,GameSpot,Four Fat Chicks,Gamer's Pulse","80,70,70,60,60,59,51,50,20"
Tactical Ops: Assault on Terror, PC,"GameZone,GameSpy,Armchair Empire,PC Gamer,GameSpot,GamePen,IGN,Computer Gaming World,ActionTrip,Game Informer,PC Gameworld,Electric Playground","80,70,64,62,62,60,56,50,50,50,49,40"
Wolfenstein 3D, Game Boy Advance,"Game Informer,Games Radar,Nintendo Power,Nintendojo,Electronic Gaming Monthly,Pocket Games,GameSpot,IGN,All Game Guide","70,68,64,60,60,60,56,50,30"
Supercar Street Challenge," PlayStation 2, Xbox","GameZone,GamePro,Hot Games,GameSpy,Game Informer,Next Generation Magazine,GameSpot,IGN,Cloudchaser,Gamezilla!,GamePen,Official U.S. Playstation Magazine,GameShark,PSX Nation,Game Revolution,","79,70,70,65,60,60,58,57,55,54,50,50,40,40,16,"
Dragon Valor, PlayStation,"Daily Radar,IGN,CNET Gamecenter,GameSpot,Game Revolution,Gaming Age,Core Magazine,Hot Games,Spank!","88,65,60,56,50,50,42,40,30"
Curious George," Xbox, PlayStation 3","Kombo,AceGamez,Nintendo Power,eToychest,BonusStage,GameSpot,IGN,DarkStation,The A.V. Club,Digital Entertainment News,GameShark,","78,70,70,70,70,60,55,50,50,45,0,"
Landit Bandit, PlayStation 3,"GameTrailers,Playstation Official Magazine UK,Gaming Nexus,Play UK,Eurogamer,TheSixthAxis,1UP,GameSpot,Gamereactor Denmark,Gaming Age","71,70,67,66,60,60,58,55,50,25"
"Medieval Lords: Build, Defend, Expand", PC,"Gamer's Hell,Computer and Video Games,PC Format,GameBiz,Jolt Online Gaming UK,Total Video Games,IC-Games,eToychest,Gamers Europe,AceGamez,CPUGamer,IncGamers,Computer Games Magazine,Computer Gaming World,Warcry,IGN,PC Gamer","80,75,75,73,72,70,70,69,65,60,58,50,50,50,45,45,30"
Sacred 3," PC, PC","CalmDownTom,GameWatcher,Game Informer,PC Gamer UK,GameStar,Hooked Gamers,Gamereactor Denmark,ZTGD,Vandal,3DJuegos,Power Unlimited,IGN,Meristation,Everyeye.it,PC Games,SpazioGames,GRYOnline.pl,Multiplayer.it,Hardcore Gamer,DarkZero,Gamereactor Sweden,Eurogamer Italy,Eurogamer Germany,games(TM),The Escapist,IGN Italia,Gaming Age,Riot Pixels,InsideGamer.nl,Softpedia,GamesBeat,Pelit (Finland),GameOver.gr,Gamer.nl,Game Revolution,GameTrailers,Cheat Code Central,Destructoid,Game World Navigator Magazine,ActionTrip,MMORPG.com,Hyper Magazine,Games.cz,GameSpot,RPGamer,PCGamesN,GamesRadar+,CalmDownTom,GameWatcher,Game Informer,PC Gamer UK,GameStar,Hooked Gamers,Gamereactor Denmark,ZTGD,Vandal,3DJuegos,Power Unlimited,IGN,Meristation,Everyeye.it,PC Games,SpazioGames,GRYOnline.pl,Multiplayer.it,Hardcore Gamer,DarkZero,Gamereactor Sweden,Eurogamer Italy,Eurogamer Germany,games(TM),The Escapist,IGN Italia,Gaming Age,Riot Pixels,InsideGamer.nl,Softpedia,GamesBeat,Pelit (Finland),GameOver.gr,Gamer.nl,Game Revolution,GameTrailers,Cheat Code Central,Destructoid,Game World Navigator Magazine,ActionTrip,MMORPG.com,Hyper Magazine,Games.cz,GameSpot,RPGamer,PCGamesN,GamesRadar+","80,80,75,72,71,71,70,70,70,70,69,65,65,63,61,60,60,60,60,60,60,60,60,60,60,58,58,55,55,55,55,50,50,50,50,50,50,50,45,45,44,40,40,40,40,40,40,80,80,75,72,71,71,70,70,70,70,69,65,65,63,61,60,60,60,60,60,60,60,60,60,60,58,58,55,55,55,55,50,50,50,50,50,50,50,45,45,44,40,40,40,40,40,40"
Call of Duty: Modern Warfare 3 - Defiance, DS,"Multiplayer.it,Pocket Gamer UK,Official Nintendo Magazine UK,Game Chronicles,NintendoWorldReport,Modojo,GameSpot,Nintendo Gamer,Games Master UK","78,70,70,65,60,60,55,40,40"
Driver '76, PSP,"Game Chronicles,Extreme Gamer,PSM3 Magazine UK,AtomicGamer,Pocket Gamer UK,Edge Magazine,Official Playstation 2 Magazine UK,VideoGamer,Games Master UK,Play UK,Jolt Online Gaming UK,GameSpot,GamesRadar+,GameDaily,Eurogamer,TotalPlayStation,GameZone,Playstation Official Magazine UK,G4 TV,PSM Magazine,WHAM! Gaming,Game Informer,AceGamez,IGN,PALGN,GamingExcellence,Gaming Age,1UP","83,75,72,71,70,70,70,70,68,68,62,60,60,60,60,60,60,60,60,55,53,50,50,45,40,35,33,20"
Little Dragons Cafe, PlayStation 4,"PlayStation LifeStyle,RPG Fan,Vandal,IGN Spain,4Players.de,Playstation Official Magazine UK,Push Square,Easy Allies,RPG Site,Game Informer,Gamers Heroes,We Got This Covered","85,72,70,68,60,60,60,50,50,50,40,40"
Dynasty Warriors 9," PC, PC","Twinfinite,God is a Geek,DarkStation,PLAY! Zine,App Trigger,Game World Navigator Magazine,The Overpowered Noobs,Game Revolution,CGMagazine,Trusted Reviews,Cubed3,Riot Pixels,GameStar,GameWatcher,GameGrin,Twinfinite,God is a Geek,DarkStation,PLAY! Zine,App Trigger,Game World Navigator Magazine,The Overpowered Noobs,Game Revolution,CGMagazine,Trusted Reviews,Cubed3,Riot Pixels,GameStar,GameWatcher,GameGrin","80,75,70,70,70,63,60,60,60,60,50,46,45,40,35,80,75,70,70,70,63,60,60,60,60,50,46,45,40,35"
Frontline: Fields of Thunder, PC,"Jolt Online Gaming UK,GameWatcher,AceGamez,IGN,PC Gamer,Cheat Code Central,Play.tm,Gaming Nexus,Gamers' Temple,PC Zone UK,GameSpot,PC Gamer UK,Gamers Europe,PALGN,PC Format","84,80,70,64,62,62,60,60,58,55,53,52,45,40,32"
Sinner: Sacrifice for Redemption, PlayStation 4,"Everyeye.it,The Games Machine,GameSpot,PlayStation LifeStyle,DarkStation,PlayStation Universe,GameCritics,Video Chums","68,68,60,60,60,60,60,20"
Ghost Mania, Wii,"NintendoWorldReport,Cubed3,Vandal,Official Nintendo Magazine UK,D+PAD Magazine,IGN,Nintendo Life,Nintendo Gamer,Games Master UK","85,70,65,60,60,55,50,40,40"
Space Chimps, Xbox 360,"GamingXP,IGN,Cheat Code Central,DailyGame,Video Game Talk,Official Xbox Magazine,MEGamers","84,67,62,60,40,40,32"
NBA, PSP,"Next Level Gaming,PGNx Media,Game Chronicles,GamePro,BonusStage,Da Gameboyz,GameZone,Gaming Age,Gaming Target,1UP,Game Informer,Armchair Empire,IGN,DarkStation,Game Over Online,PSX Nation,GameSpot,PSM Magazine,Official U.S. Playstation Magazine,PSX Extreme,Modojo,Operation Sports,Play Magazine,GameSpy,Game Revolution","89,75,71,70,70,70,69,67,66,65,63,61,60,60,60,58,55,55,50,49,40,40,40,30,25"
