Name,Platform,Sources,Scores
Saints Row IV: Re-Elected, Switch,"GameGrin,GamingTrend,Hobby Consolas,Gaming Nexus,GameSpace,Pure Nintendo,DarkStation,Switch Player,Game Rant,The Digital Fix,Nintendo Enthusiast,GameSpew,God is a Geek,Nintendo Life,CGMagazine,Attack of the Fanboy,CD-Action,Nintenderos,COGconnected,SpazioGames,Impulsegamer,The Games Machine,Gamer Escape,LevelUp,GameSkinny,Noisy Pixel,Vooks,Digital Chumps,Everyeye.it,Multiplayer.it,Screen Rant,ZTGD,Vandal,Eurogamer Italy,Jeuxvideo.com,Cubed3,NintendoWorldReport,Gameblog.fr,Gaming Age","90,90,88,85,80,80,80,80,80,80,80,80,80,80,80,80,75,75,74,73,72,72,70,70,70,70,70,70,70,70,70,65,65,60,60,50,50,50,42"
Pawarumi, Xbox One,"4Players.de,DarkStation,Video Chums,Generación Xbox,XGN,GameSpew,TheXboxHub,Xbox Tavern,XboxAddict,XBLA Fans","83,80,80,75,75,70,70,69,60,40"
Dead by Daylight," PC, PlayStation 4","Stevivor,Game Informer,Multiplayer.it,PLAY! Zine,IGN Spain,GameStar,Eurogamer Poland,SpazioGames,3DJuegos,VideoGamer,Vandal,CGMagazine,The Jimquisition,The Games Machine,CD-Action,GameSpot,","90,83,78,75,75,73,70,70,70,70,68,65,65,64,60,60,"
Just Cause 3, Xbox One,"ICXM,EGM,GameCrate,ZTGD,Pelit (Finland),Game Over Online,TrueAchievements,Game Rant,Yahoo!,Game Informer,Gaming Age,Arcade Sushi,Dealspwn,Worth Playing,TheSixthAxis,We Got This Covered,Xbox Achievements,MondoXbox,games(TM),The Digital Fix,GameOver.gr,Official Xbox Magazine UK,Metro GameCentral,IGN","90,90,85,85,83,80,80,80,80,80,75,70,70,70,70,70,70,67,60,60,60,60,60,59"
Dyscourse, PC,"Everyeye.it,Ragequit.gr,Twinfinite,Softpedia,Multiplayer.it,Eurogamer Italy,Destructoid,GameSpot,CD-Action","85,80,80,70,70,70,70,70,50"
Dragon Ball Z: Burst Limit, PlayStation 3,"Hardcore Gamer,Cheat Code Central,GamePro,GameZone,Thunderbolt,AceGamez,Da Gameboyz,IGN,PSX Extreme,Worth Playing,DailyGame,GameSpot,Maxi Consolas (Portugal),PTGamers,Electronic Gaming Monthly,GameDaily,GamerNode,PSM3 Magazine UK,PALGN,Playstation Official Magazine UK,Cynamite,Eurogamer Portugal,GamingExcellence,Gamer 2.0,Play UK,VideoGamer,Play.tm,Giant Bomb,1UP,Playstation: The Official Magazine (US),GameShark,Gamestyle","90,88,85,80,80,80,80,79,79,78,76,75,75,75,72,70,70,70,70,70,70,70,68,64,61,60,60,60,58,50,50,50"
Phantasy Star Online Episode III: C.A.R.D. Revolution, GameCube,"Electronic Gaming Monthly,Next Level Gaming,IGN,Nintendophiles,XGP Gaming,Play Magazine,Game Informer,1UP,Deeko,Yahoo!,Weekly Famitsu,Nintendo Power,GameSpy,N-Insanity,GameSpot,GamePro,NintendoWorldReport,TotalGames.net,G4 TV,Edge Magazine,GMR Magazine,Cheat Code Central,games(TM),Computer and Video Games","87,85,85,85,83,83,80,80,80,80,80,78,75,74,72,70,65,60,60,60,60,50,50,0"
RIDE 3, PlayStation 4,"PlaySense,Multiplayer.it,Gamers' Temple,3DJuegos,Eurogamer Italy,Gameblog.fr,PlayStation LifeStyle,IGN Italia,Wccftech,Everyeye.it,Jeuxvideo.com,God is a Geek,IGN Spain,SpazioGames,4Players.de,Playstation Official Magazine UK,GameGrin,JeuxActu,Push Square,GameOver.gr,GamingTrend,GameCritics,Critical Hit,Cubed3,Screen Rant,TheSixthAxis,Metro GameCentral","85,82,80,80,80,80,80,80,80,79,75,75,75,73,72,70,70,70,70,65,60,60,60,60,60,60,60"
Clea 2, Switch,"Hey Poor Player,Siliconera,Noisy Pixel,Pure Nintendo,Digitally Downloaded,COGconnected,Vooks,Player 2,TheGamer","80,80,75,70,70,70,70,67,60"
Deponia, PlayStation 4,"XGN,SpazioGames,IGN Spain,Eurogamer Italy,LaPS4,Vandal,PlayStation Universe,PlayStation LifeStyle,GameSpew","85,80,72,70,70,70,70,65,60"
Tumblestone, Xbox One,"Brash Games,IGN,Everyeye.it,ICXM,Multiplayer.it,TrueAchievements,XBLA Fans","80,78,70,70,68,60,60"
Penarium, PlayStation 4,"God is a Geek,COGconnected,Vandal,PlaySense,Playstation Official Magazine UK,Brash Games,PSNStores,Slant Magazine","80,79,78,75,70,70,60,60"
NES Remix, Wii U,"NintendoWorldReport,USgamer,Nintendo Life,Meristation,Games Master UK,Nintendojo,Cubed3,Gaming Nexus,Everyeye.it,FNintendo,SpazioGames,Eurogamer Italy,Polygon,IGN,IGN Italia,GamingTrend,Machinima,Vandal,Multiplayer.it,3DJuegos,Destructoid,Official Nintendo Magazine UK,games(TM),ZTGD,Game Revolution,Eurogamer,God is a Geek,Game Informer,Edge Magazine,Gameblog.fr,GameSpot,Metro GameCentral,The Escapist,Joystiq","90,90,90,85,83,83,80,80,80,80,80,80,80,80,79,75,75,75,75,75,75,74,70,70,70,70,70,65,60,60,60,60,40,30"
NBA Live 06," PC, Xbox 360","IGN,GameZone,PC Format,Maxim Online,PC Gamer,PC Gameworld,Computer Gaming World,GameSpy,Computer Games Magazine,PGNx Media,TeamXbox,GamePro,My Gamer,1UP,Electronic Gaming Monthly,Planet Xbox 360,Game Chronicles,Official Xbox Magazine,Gamezilla!,Gaming Horizon,GamesRadar+,Game Informer,Cheat Code Central,Gaming Age,Gaming Target,eToychest,Play.tm,GameSpot,Kombo,Xbox Solution,Computer and Video Games,GameZone,AceGamez,G4 TV,360 Gamer Magazine UK,IGN,Next Level Gaming,Talk Xbox,GamerFeed,Xbox Evolved,GameSpy,Armchair Empire,Operation Sports,Game Revolution","90,84,82,80,78,70,70,50,30,83,81,80,80,75,75,73,71,70,70,70,70,68,68,67,67,65,65,64,62,62,60,60,60,60,60,59,58,56,50,50,50,45,40,33"
CT Special Forces, Game Boy Advance,"GameZone,eToychest,netjak,Deeko,Cheat Code Central,Armchair Empire,Pocket Games,GameSpot,Gamer's Hell,Worth Playing,Nintendo Power,Nintendojo,games(TM),IGN","90,90,85,85,80,75,75,70,70,70,66,65,60,60"
Styx: Master of Shadows," PC, PlayStation 4, Xbox One","Hardcore Gamer,GamingTrend,Hooked Gamers,Pelit (Finland),GRYOnline.pl,SpazioGames,CalmDownTom,Kill Screen,Game World Navigator Magazine,PC Gamer,Power Unlimited,Ragequit.gr,GamesBeat,JeuxActu,GameStar,IGN,MMORPG.com,CD-Action,Games.cz,Gameblog.fr,VideoGamer,Softpedia,PC Games,3DJuegos,Meristation,Gamer.nl,Riot Pixels,GameWatcher,COGconnected,IncGamers,GameSpot,Gamers' Temple,Gamestyle,PlayStation LifeStyle,4Players.de,Hobby Consolas,LaPS4,Games Master UK,Playstation Official Magazine UK,The Digital Fix,Digital Chumps,ZTGD,MondoXbox,God is a Geek,Official Xbox Magazine UK,Gamer.no,Eurogamer Germany,games(TM)","90,85,85,81,80,80,80,78,78,78,77,75,75,75,75,72,72,70,70,70,70,70,70,70,70,65,58,55,50,50,50,86,80,80,78,71,71,70,60,40,84,80,75,75,70,70,70,50"
Medal of Honor Heroes, PSP,"Pure Magazine UK,AtomicGamer,IGN,Official U.S. Playstation Magazine,G4 TV,AceGamez,Official Playstation 2 Magazine UK,GameSpot,GameBrink,Play UK,PSM Magazine,Pocket Gamer UK,games(TM),GamesRadar+,GameSpy,Yahoo!,Game Informer,GamePro,Games Master UK,Deeko,PSW Magazine UK,Gamestyle,Eurogamer,PSM3 Magazine UK","90,85,84,80,80,80,80,73,72,72,70,70,70,70,70,70,68,65,62,60,60,60,50,49"
Sacred 2: Fallen Angel," Xbox 360, PC, PlayStation 3","Gaming Age,1UP,GameFocus,Gaming Nexus,GameShark,Gamers' Temple,WonderwallWeb,Game Over Online,NZGamer,Xbox World Australia,Game Informer,DailyGame,Cheat Code Central,Xbox World 360 Magazine UK,Game Revolution,Official Xbox Magazine,Meristation,Multiplayer.it,Destructoid,Deeko,MS Xbox World,SpazioGames,Vandal,TeamXbox,GamingTrend,XboxAddict,Xbox Achievements,GameSpot,Worth Playing,GameDaily,Everyeye.it,Cynamite,X-ONE Magazine UK,Console Monster,Armchair Empire,Totally360,RPG Fan,Level7.nu,Gamervision,MondoXbox,Extreme Gamer,Impulsegamer,GamesNation,IGN,Play Magazine,XGN,GamingExcellence,InsideGamer.nl,GameZone,Eurogamer,Official Xbox Magazine UK,Thunderbolt,RPGamer,PALGN,GameTrailers,DarkZero,1UP,Gamers.at,LEVEL (Czech Republic),Gamer.nl,GameStar,Jolt Online Gaming UK,Total PC Gaming,G4 TV,Thunderbolt,Computer Games Online RO,Play (Poland),PC Games,GamingXP,3DJuegos,GamingExcellence,Cheat Code Central,Gameplayer,Meristation,IGN,GameZone,Gamers' Temple,Worth Playing,DarkZero,Total Video Games,GameSpot,Game Informer,GamePro,games(TM),PALGN,RPGamer,Cynamite,PC Zone UK,PC Format,Absolute Games,Eurogamer,PC PowerPlay,Destructoid,Gaming Nexus,Game Revolution,PC Gamer UK,GameSpy,Gaming Nexus,Gaming Age,1UP,GameFocus,GameShark,Game Over Online,Game Chronicles,WonderwallWeb,Game Informer,GameZone,DailyGame,Cheat Code Central,Play UK,Game Revolution,Kombo,Multiplayer.it,Vandal,SpazioGames,Playstation: The Official Magazine (US),Playstation Official Magazine UK,RPG Fan,Thunderbolt,GameSpot,GameDaily,PlayStation Universe,Cynamite,TotalPlayStation,AceGamez,Extreme Gamer,GamingExcellence,IGN,Play Magazine,XGN,InsideGamer.nl,TheSixthAxis,PS3bloggen.se,Playstation Official Magazine Australia,GamePro,PSX Extreme,Games Master UK,Metro GameCentral,HellBored,PSM3 Magazine UK,DarkZero,Boomtown","100,91,90,83,83,80,80,80,80,80,78,78,76,76,75,75,75,75,75,75,75,73,73,72,71,71,71,70,70,70,70,70,70,70,70,70,70,70,68,68,67,67,66,65,65,65,65,63,60,60,60,60,60,55,53,40,91,84,80,80,80,80,80,80,80,80,80,79,78,77,77,76,75,75,75,75,75,72,70,70,70,70,70,70,70,70,70,65,63,63,60,60,60,58,58,57,40,100,100,91,90,83,80,80,80,78,78,78,76,76,75,75,75,73,72,70,70,70,70,70,70,70,70,70,70,67,65,65,65,65,63,60,60,60,60,60,60,60,54,51,40,40"
UEFA Champions League 2006-2007, PSP,"AceGamez,Pocket Gamer UK,WHAM! Gaming,IGN,Game Chronicles,Gamers' Temple,1UP,GameSpot,GamesRadar+,Gamestyle,Games Master UK,GameSpy,Operation Sports,Pure Magazine UK","90,80,80,79,77,76,75,73,70,70,66,60,60,50"
Team Sonic Racing, Switch,"Nintendo Force Magazine,Nintenderos,Pure Nintendo,Nintendo Insider,Nintendo Enthusiast,GameSpace,NintendoWorldReport,PLAY! Zine,FNintendo,Switch Player,COGconnected,Screen Rant,Nintendo Life,Gaming Age,Games.cz,Vooks,God is a Geek,App Trigger","85,83,80,80,75,75,75,70,70,70,70,70,70,67,60,60,60,60"
Sega Superstars Tennis," Wii, PlayStation 2, Xbox 360, PlayStation 3, DS","Official Nintendo Magazine UK,Play Magazine,n-Revolution Magazine UK,Worth Playing,Nintendo Power,Cubed3,Game Informer,NintendoWorldReport,Cheat Code Central,Nintendo Gamer,Eurogamer,GameSpot,GameDaily,GameTap,N-Europe,1UP,Gamers' Temple,Game Chronicles,PALGN,IGN,Zentendo,Wired,Electronic Gaming Monthly,Gamestyle,Playstation: The Official Magazine (US),Gamers' Temple,Cheat Code Central,Official Playstation 2 Magazine UK,GameSpot,PTGamers,AceGamez,IGN,GameShark,,TheSixthAxis,Play Magazine,IC-Games,GamingXP,PSM3 Magazine UK,Game Informer,PSX Extreme,Eurogamer,VideoGamer,GameDaily,GameSpot,GameTap,Console Monster,PTGamers,Maxi Consolas (Portugal),Playstation Official Magazine UK,DarkZero,Game Chronicles,Jolt Online Gaming UK,Play UK,1UP,GameTrailers,PALGN,IGN,IGN AU,GamePro,Wired,Worth Playing,MEGamers,GameZone,Game Revolution,Nintendo Power,n-Revolution Magazine UK,Nintendo Gamer,Pocket Gamer UK,N-Europe,Cheat Code Central,IGN,GameZone,GameSpot,Games Master UK,Worth Playing,GameDaily,Gamers' Temple,DarkZero,PALGN,Zentendo,GotNext,GamePro,Game Revolution","89,85,81,80,80,80,75,75,74,74,70,70,70,70,70,67,66,65,65,62,60,60,58,50,80,75,72,70,70,70,70,64,58,,90,85,75,75,73,73,73,70,70,70,70,70,70,70,70,70,70,68,68,68,67,65,65,64,60,60,60,60,56,55,25,80,80,78,70,70,70,69,66,65,64,62,60,60,60,60,60,60,45,42"
Shank," Xbox 360, PC","1UP,TeamXbox,Joystiq,Kombo,Official Xbox Magazine,Console Monster,Totally360,Destructoid,Gaming Age,Game Revolution,Games Master UK,Video Game Talk,GameFocus,ZTGD,X-ONE Magazine UK,MS Xbox World,GamerNode,Xbox World 360 Magazine UK,games(TM),Game Informer,SpazioGames,XboxAddict,Game Over Online,AtomicGamer,3DJuegos,GamePro,IGN,Worth Playing,MEGamers,D+PAD Magazine,Eurogamer Spain,Da Gameboyz,Multiplayer.it,GameWatcher,GameSpot,MondoXbox,Everyeye.it,Gamers' Temple,Cheat Code Central,Giant Bomb,VideoGamer,GamesRadar+,Eurogamer Portugal,Edge Magazine,Eurogamer Italy,Gamer.nl,Metro GameCentral,Official Xbox Magazine UK,Eurogamer,GameShark,","100,91,90,90,90,90,85,85,83,83,81,80,80,80,80,80,80,80,80,80,78,75,75,74,74,70,70,70,70,70,70,70,67,65,65,65,65,64,64,60,60,60,60,60,60,50,50,50,50,25,"
Legend of Mana Remastered, Switch,"Digitally Downloaded,RPG Fan,GAMES.CH,Nintendo Insider,Nintenderos,NintendoWorldReport,Nintendo Enthusiast,TheGamer,Hardcore Gamer,SpazioGames,TierraGamer,Worth Playing,Gaming Age,Gamer.no,Jeuxvideo.com,IGN,Siliconera,COGconnected,Game World Navigator Magazine,GameCritics,IGN France,VG247,Gameblog.fr,Nintendo Life,Screen Rant","90,83,83,80,80,80,80,80,80,77,75,75,75,70,70,70,70,70,66,60,60,60,60,60,40"
Surgeon Simulator 2013, PC,"Digital Chumps,GameTrailers,Telegraph,Guardian,GameSpot,GamingTrend,IGN,Multiplayer.it,Games Master UK,Everyeye.it,Edge Magazine,GameWatcher,Eurogamer,Games.cz,games(TM),Gamer.nl,CD-Action,Hardcore Gamer","84,80,80,80,80,78,78,75,70,70,70,70,70,60,60,55,50,50"
Hotshot Racing, PC,"The Indie Game Website,PLAY! Zine,Screen Rant,Ragequit.gr,Hardcore Gamer,IGN,PC Invasion,PCMag,God is a Geek,TheSixthAxis,Cubed3","90,80,80,77,70,70,70,70,70,60,50"
The Typing of the Dead: Overkill, PC,"Games Master UK,GameWatcher,Level7.nu,Everyeye.it,DarkZero,God is a Geek,Eurogamer,PCGamesN,CD-Action,Multiplayer.it","81,80,70,70,70,70,70,70,65,60"
Disney Infinity, Wii U,"Nintendo Life,Official Nintendo Magazine UK,3DJuegos,Cheat Code Central,XGN,Eurogamer Portugal,Vandal,NintendoWorldReport,Gamereactor Sweden,Nintendojo","80,79,76,76,75,70,70,70,60,42"
Record of Agarest War," Xbox 360, PlayStation 3","ZTGD,IGN,Gaming Age,RPG Fan,GameSpot,Cheat Code Central,Official Xbox Magazine,","80,75,75,70,70,66,65,"
Syberia II, Xbox,"IGN,WHAM! Gaming,VGPub,Armchair Empire,Official Xbox Magazine,Game Informer,Xbox Nation Magazine","84,80,79,70,68,63,50"
Yu-Gi-Oh! Legacy of the Duelist: Link Evolution, PlayStation 4,"Jeuxvideo.com,The Games Machine,SpazioGames,Playstation Official Magazine UK,Eurogamer Italy,GAMINGbible,Multiplayer.it,Everyeye.it,PlayStation LifeStyle","80,75,73,70,70,70,70,70,65"
God Eater 3," PC, PlayStation 4","GameGrin,Jeuxvideo.com,IGN,GameCritics,The Overpowered Noobs,PLAY! Zine,GameSpot,We Got This Covered,PlayStation Universe,God is a Geek,RPG Fan,4Players.de,The Digital Fix,Twinfinite,Jeuxvideo.com,Areajugones,PlayStation LifeStyle,Attack of the Fanboy,Digitally Downloaded,IGN Japan,Meristation,The Games Machine,Everyeye.it,SpazioGames,IGN,ZTGD,Gaming Age,Gamer.nl,PlaySense,XGN,Destructoid,GameSpace,CGMagazine,3DJuegos,DualShockers,Atomix,Vandal,BaziCenter,JeuxActu,DarkStation,Press Start Australia,Gamers Heroes,Game Rant,RPG Site,Hardcore Gamer,IGN Italia,Eurogamer Italy,Hobby Consolas,Wccftech,Push Square,TheSixthAxis,Video Chums,Worth Playing,COGconnected,Cultured Vultures,Playstation Official Magazine UK,GameOver.gr,RPGamer,Gameblog.fr,Impulsegamer,GameSpot,Screen Rant,Multiplayer.it,IGN Spain,Game Revolution,Metro GameCentral,GamingTrend","80,80,76,75,70,60,60,90,85,85,84,83,80,80,80,80,80,80,80,80,79,78,78,77,76,75,75,75,75,75,75,75,75,75,75,74,74,70,70,70,70,70,70,70,70,70,70,70,70,70,70,69,68,68,65,60,60,60,60,60,60,60,60,60,60,50,45"
The Council - Episode 3: Ripples," PC, PlayStation 4","Jeuxvideo.com,Everyeye.it,RPG Fan,Destructoid,App Trigger,Worth Playing,PlayGround.ru,Wccftech,Cubed3,GameCritics,Jeuxvideo.com,PlayStation Country,COGconnected,We Got This Covered,XGN,Hardcore Gamer,PlayStation Universe,Gameblog.fr","80,79,75,70,70,70,70,69,60,85,80,70,70,70,65,60,60,60"
Pool Panic, Switch,"Nintendo Force Magazine,TheSixthAxis,NintendoWorldReport,GameSpace,Nintenderos,Video Chums,CGMagazine,GamingTrend,God is a Geek,COGconnected,Jeuxvideo.com,Pocket Gamer UK,Nintendo Insider,Nintendo Life,Nintendo Enthusiast,FNintendo,Trusted Reviews,DarkStation,Switch Player","80,80,80,78,77,76,75,75,75,75,70,70,70,70,65,60,60,60,50"
Minecraft: Story Mode Season Two - Episode 3: Jailhouse Block, PC,"DarkStation,God is a Geek,Attack of the Fanboy,Twinfinite,COGconnected,Game Informer,SpazioGames,GameGrin","90,80,80,80,68,65,60,60"
Factotum 90, Xbox One,"GameCritics,We Got This Covered,ZTGD,MondoXbox,GameSpew,Pure Xbox,Brash Games,ICXM,Official Xbox Magazine UK","85,80,75,73,70,70,70,70,60"
Alien Breed: Impact," PlayStation 3, PC","ZTGD,RealGamer,IGN,TheSixthAxis,PSFocus,TotalPlayStation,Gamestyle,Gamers.at,Absolute Games,Eurogamer,Computer Games Online RO,PC Gamer UK,PC Zone UK,GameStar,GamingXP,LEVEL (Czech Republic),PC Gamer,PC Format,Gamekult","80,80,75,70,68,65,60,74,72,70,70,69,68,65,64,60,59,55,40"
Battle Realms: Winter of the Wolf, PC,"GameZone,PC Gamer,ActionTrip,Gamer's Pulse,IGN,GameSpot,Computer Games Magazine,G4 TV,Yahoo!,Computer Gaming World","85,84,81,78,75,73,70,60,60,40"
Cubivore: Survival of the Fittest, GameCube,"Nintendojo,Nintendophiles,Play Magazine,GameSpy,Game Informer,GameSpot,Nintendo Power,Electronic Gaming Monthly,IGN,Gaming Age,GameCritics,G4 TV","80,80,80,78,75,73,68,68,67,67,60,60"
Stuntman, PlayStation 2,"Game Informer,XenGamers,Electric Playground,IGN,TotalGames.net,Gamer's Pulse,GameZone,GameNow,Games Radar,Maxim Online,Total Video Games,Adrenaline Vault,Game Over Online,GameSpot,ActionTrip,XGP Gaming,Media and Games Online Network,GamerWeb Sony,Gaming Age,Electronic Gaming Monthly,PSM Magazine,Yahoo!,Game Revolution,GameSpy,netjak,G4 TV,GamePro,Play Magazine,Official U.S. Playstation Magazine,FHM,All Game Guide,Entertainment Weekly,GamePen,GameShark,eToychest,GameCritics,TotalPlayStation","93,91,90,86,85,84,83,83,82,80,80,80,80,80,79,76,75,75,75,70,70,70,67,64,61,60,60,60,60,60,50,50,50,46,40,35,35"
Mobile Suit Gundam: Zeonic Front, PlayStation 2,"GamePro,XenGamers,Game Informer,Game Revolution,Gaming Age,Gamezilla!,GameSpot,IGN,Electronic Gaming Monthly,Official U.S. Playstation Magazine,GameShark,PSX Nation","90,83,78,75,75,70,68,65,63,60,55,40"
NBA Courtside 2002, GameCube,"Nintendojo,Game Informer,Nintendo Power,Hot Games,GamePro,Electronic Gaming Monthly,GameSpy,GameSpot,IGN,Cloudchaser,netjak,TotalGames.net,Electric Playground,GameCube Europe,Yahoo!,G4 TV,Game Revolution,XenGamers","81,80,80,80,80,77,77,76,75,75,71,61,60,60,60,60,58,25"
Silent Hunter II, PC,"GameSpy,TotalGames.net,Computer Gaming World,IGN,ActionTrip,PC Gamer,Gamezilla!,GameSpot,Computer Games Magazine,GameZone,Electric Playground,Yahoo!","87,84,80,78,76,75,73,61,60,60,60,50"
Magic & Mayhem: The Art of Magic, PC,"TotalGames.net,GamePen,GameSpy,ActionTrip,IGN,GameZone,All Game Guide,Computer Gaming World,PC Gamer,Gamers' Temple,Armchair Empire,GameSpot,Yahoo!,Computer Games Magazine","90,80,79,78,78,70,70,70,68,66,65,65,60,60"
Project Eden, PlayStation 2,"TotalGames.net,Hot Games,Total Video Games,Yahoo!,GamePro,Electric Playground,IGN,GameSpot,GameCritics,Official U.S. Playstation Magazine,Gamezilla!,GameZone,GameSpy,All Game Guide,PSX Nation,Play Magazine,Cloudchaser,Gaming Age,Game Informer,Core Magazine","91,80,80,80,80,80,78,76,75,70,70,70,70,60,60,60,60,58,55,50"
Mega Man Legacy Collection 2, PlayStation 4,"GamingTrend,Game Over Online,EGM,Push Square,Digital Chumps,SpazioGames,USgamer,DualShockers,Attack of the Fanboy,Destructoid,GamesBeat,Video Chums,Atomix,PlayStation LifeStyle,COGconnected,Everyeye.it,Eurogamer Italy,XGN,The Games Machine,Multiplayer.it,IGN Italia,Digitally Downloaded,Meristation,Vandal,CGMagazine,Trusted Reviews,PlayStation Universe,TheSixthAxis,Shacknews,Hardcore Gamer,We Got This Covered,Gamers' Temple,IGN Spain,Hobby Consolas,GameSpot,IGN,Slant Magazine,God is a Geek,Gameblog.fr","90,85,85,80,80,80,80,80,80,80,80,79,75,75,75,72,70,70,70,70,70,70,70,70,70,70,70,70,70,70,70,65,65,65,60,60,60,60,50"
Call of Duty: WWII - The Resistance, PlayStation 4,"Digital Chumps,SpazioGames,IGN,Impulsegamer,CD-Action,Gamers' Temple,PlayGround.ru,COGconnected,IGN Spain,XGN,Multiplayer.it,Destructoid,Cubed3,GameOver.gr","80,80,77,76,75,75,75,75,75,70,70,70,60,30"
Assassin's Creed Rogue Remastered," Xbox One, PlayStation 4","SomosXbox,GamingTrend,Windows Central,GameSpew,Press Start Australia,Xbox Tavern,Generación Xbox,Meristation,Jeuxvideo.com,ZTGD,InsideGamer.nl,TheXboxHub,Trusted Reviews,IGN Spain,Stevivor,Official Xbox Magazine UK,IGN,Digitally Downloaded,Cubed3,GameSpace,GamePro Germany,DarkStation,We Got This Covered,Hobby Consolas,XGN,PlayStation Universe,Multiplayer.it,COGconnected,Wccftech,IGN Italia,Jeuxvideo.com,JeuxActu,Vandal,SpazioGames,BaziCenter,Everyeye.it,Eurogamer Italy,Merlin'in Kazanı (Turkey),4Players.de,GRYOnline.pl,Gamer.nl,The Games Machine,App Trigger,Worth Playing,The Digital Fix,Push Square,Twinfinite,PlayStation LifeStyle","80,80,80,80,80,79,78,75,70,70,70,70,70,70,70,60,60,100,90,90,82,80,80,79,75,75,75,73,73,71,70,70,70,70,70,70,70,65,65,65,65,65,65,60,60,60,60,40"
Titan Quest: Ragnarok, PC,"GameGrin,Games.cz,GameStar,Digital Chumps,Merlin'in Kazanı (Turkey),Critical Hit,Wccftech,Gameblog.fr,CD-Action,Multiplayer.it,Riot Pixels","80,80,79,75,75,70,70,70,65,65,60"
Loot Rascals," PlayStation 4, PC","DualShockers,Playstation Official Magazine UK,Digitally Downloaded,PSNStores,PlayStation Country,4Players.de,GameCrate,PlaySense,The Digital Fix,God is a Geek,GameCritics,PlayStation Universe,GameSpew,Video Chums,Vandal,NZGamer,TheSixthAxis,Push Square,We Got This Covered,Destructoid,Games Master UK,Gameplanet,Game Informer,The Games Machine,PC PowerPlay,DarkStation,GameSpot","80,80,80,80,80,75,75,75,70,70,70,70,70,69,68,60,60,60,50,85,81,80,78,77,60,60,50"
Shadow of Destiny, PC,"Game Over Online,IGN,Just Adventure,Quandary,GameSpot,PC Gamer,Adventure Gamers,Electric Playground,Computer Games Magazine,Thunderbolt,Computer Gaming World","90,87,83,80,77,70,70,65,50,50,40"
Poker Night at the Inventory, PC,"ZTGD,Armchair Empire,Gaming Nexus,LEVEL (Czech Republic),IGN,PC Gamer,games(TM),PALGN,GameStar,Destructoid,Joystiq","88,85,83,80,80,70,70,65,61,60,50"
Mario Party 6, GameCube,"GamePro,Pelit (Finland),Cinescape,GMR Magazine,GameSpy,G4 TV,Armchair Empire,TotalGames.net,Nintendo Power,NintendoWorldReport,1UP,Detroit Free Press,eToychest,WHAM! Gaming,IGN,GameShark,Games Radar,GameCube Europe,Kombo,PALGN,N-Insanity,Yahoo!,Pelaaja (Finland),GameSpot,Da Gameboyz,Electronic Gaming Monthly,Game Informer,games(TM),GamerFeed,Gaming Age,The Sydney Morning Herald,Game Revolution,Eurogamer","90,87,83,80,80,80,79,76,76,75,75,75,74,74,70,70,70,70,70,70,70,70,70,69,68,68,63,60,60,58,50,50,40"
