name,platform,sources,scores
Kelvin and the Infamous Machine, PC,"GameGrin,GameSpew,GamingTrend,TheSixthAxis,COGconnected,RPG Fan,High-Def Digest,Ragequit.gr,Everyeye.it,Adventure Gamers,SpazioGames,Areajugones,Riot Pixels","90,90,90,90,85,80,80,80,72,70,70,70,69"
Final Fantasy XIII-2, PlayStation 3,"TheSixthAxis,DarkStation,NZGamer,Official PlayStation Magazine Benelux,Cheat Code Central,GamesRadar+,PSFocus,Worth Playing,GameTrailers,GamingXP,MEGamers,GamingTrend,Everyeye.it,PSX Extreme,SpazioGames,XGN,The A.V. Club,Multiplayer.it,Playstation Official Magazine Australia,D+PAD Magazine,Game Over Online,Eurogamer Sweden,Gamereactor Denmark,Push Square,Eurogamer Portugal,DarkZero,PALGN,Digital Chumps,Gameblog.fr,Eurogamer Germany,IncGamers,Destructoid,Playstation Official Magazine UK,Eurogamer Italy,IGN,Play UK,Playstation: The Official Magazine (US),Game Informer,4Players.de,PSM3 Magazine UK,Armchair Empire,CD-Action,Gameplanet,PlayStation Universe,EGM,Gaming Age,1UP,GameSpot,GameOver.gr,Level7.nu,Games.cz,Metro GameCentral,Edge Magazine","90,90,90,90,90,90,89,88,88,87,85,85,85,85,85,85,83,83,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,77,75,75,75,75,75,75,75,75,70,70,60,60,50"
Auditorium HD, PlayStation 3,"GameFocus,GamesRadar+,IGN,TheSixthAxis,Gaming Age,Playstation: The Official Magazine (US),Eurogamer","90,90,85,80,75,70,70"
OlliOlli, PlayStation Vita,"Gamestyle,Destructoid,Gaming Age,Digitally Downloaded,Eurogamer Spain,IGN Italia,Eurogamer Germany,Eurogamer Portugal,Vandal,God is a Geek,Eurogamer,Gaming Nexus,Meristation,InsideGamer.nl,Polygon,EGM,LaPS4,4Players.de,Level7.nu,Gamer.no,Thunderbolt,Telegraph,The Digital Fix,LevelUp,XGN,GamesRadar+,Critical Hit,PlaySense,GameSpot,Multiplayer.it,Hardcore Gamer,3DJuegos,Metro GameCentral,Joystiq,Digital Spy,PlayStation Universe,Playstation Official Magazine UK,Game Informer,Edge Magazine,Eurogamer Italy,Games Master UK,IGN,NZGamer,JeuxActu,NowGamer,games(TM),Hyper Magazine,VideoGamer,Push Square,TheSixthAxis,Pocket Gamer UK,Gameblog.fr,Everyeye.it,The Escapist,Playstation Official Magazine Australia","100,95,91,90,90,90,90,90,90,90,90,88,86,85,85,85,84,82,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,77,76,75,75,70,70,70,70,70,70,60,60,60,40"
Guitar Hero III: Legends of Rock, PC,"1UP,GameTap,IGN,GameStar,PC Gamer UK,GameSpy,GameDaily,PC PowerPlay,PC Format,GameZone,PTGamers,Gamer 2.0,GameSpot,PC Zone UK,PC Gamer","90,90,85,85,81,80,80,80,79,75,75,71,70,70,65"
Sid Meier's Civilization: Beyond Earth - Rising Tide, PC,"GamingTrend,Vandal,IGN Italia,Game Informer,Gaming Nexus,GameSpot,PC Games,Arcade Sushi,Everyeye.it,Post Arcade (National Post),GameWatcher,Multiplayer.it,GameStar,LEVEL (Czech Republic),Eurogamer Poland,Eurogamer Italy,The Daily Dot,Games.cz,Atomix,Game Over Online,3DJuegos,Gamer.nl,LevelUp,Game Revolution,The Escapist,XGN,Softpedia,Meristation,IGN Spain,PC Gamer,IGN,ZTGD,Metro GameCentral,JeuxActu,Hardcore Gamer,We Got This Covered,Riot Pixels,CD-Action,Yahoo!","95,90,90,90,90,90,88,85,85,85,85,84,83,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,75,73,71,70,70,70,70,70,68,65,60"
Smuggler's Run: Warzones, GameCube,"Nintendojo,GamingTrend,GamePro,GameZone,Nintendophiles,Electronic Gaming Monthly,IGN,Cinescape,Armchair Empire,GameCube Europe,Games Radar,GMR Magazine,Game Over Online,GameSpot,Game Informer,GameNow,Nintendo Power,TotalGames.net,GameSpy,Maxim Online,netjak,GamePen,Thunderbolt","92,90,90,88,85,85,84,83,82,82,80,80,80,78,78,75,72,71,71,70,65,60,40"
Golden Sun: Dark Dawn, DS,"Nintendojo,Nintendo Gamer,Games Master UK,Official Nintendo Magazine UK,Cubed3,N-Europe,Videogameszone.de,Multiplayer.it,RPG Fan,Machinima,Destructoid,Vandal,GameTrailers,Impulsegamer,3DJuegos,Cheat Code Central,GamingXP,SpazioGames,Digital Chumps,Da Gameboyz,Eurogamer Sweden,Universo Nintendo,Eurogamer Portugal,PALGN,Level7.nu,Edge Magazine,Game Over Online,Eurogamer,Gameblog.fr,GamesRadar+,Joystiq,Meristation,Thunderbolt,Gameplanet,GamerNode,games(TM),Nintendo Life,Nintendo Power,RPGamer,Worth Playing,Armchair Empire,GameZone,NZGamer,The A.V. Club,1UP,Game Informer,Game Revolution,GameShark,GameSpot,IGN,NintendoWorldReport,LEVEL (Czech Republic),Eurogamer Spain,Gamereactor Sweden,Gamekult,Gamer.nl,GamingExcellence,Eurogamer Italy,Wired,GamePro,GameCritics,Metro GameCentral,The Escapist","100,92,92,92,90,90,87,86,86,85,85,85,85,85,84,84,83,82,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,75,75,75,75,75,75,75,75,75,75,75,70,70,70,70,70,70,70,70,70,65,60,60"
Cris Tales, Xbox Series X,"TheXboxHub,Atomix,But Why Tho?,SomosXbox,Generación Xbox,MondoXbox,XGN,Xbox Tavern,Jeuxvideo.com,IGN","90,90,85,84,83,80,75,75,75,70"
Hasbro Family Game Night: Scrabble, Xbox 360,"TeamXbox,Official Xbox Magazine,Game Chronicles,ZTGD,Gamervision,IGN,GamePro","90,85,85,81,80,77,60"
Memoria (2013), PC,"Eurogamer Germany,RPG Fan,GamingTrend,Gaming Nexus,Cheat Code Central,GamingXP,Multiplayer.it,Meristation,SpazioGames,Destructoid,GameStar,COGconnected,Game Over Online,LEVEL (Czech Republic),CD-Action,Critical Hit,ZTGD,Eurogamer Spain,XGN,GameWatcher,Hooked Gamers,Vandal,Games.cz,Everyeye.it,Polygon,Eurogamer Italy,Gamer.no,GameOver.gr,God is a Geek,IGN Italia,Hardcore Gamer,PC Gamer UK,Pelit (Finland),GameFront,Armchair Empire,DarkStation,Edge Magazine,Eurogamer Sweden,Adventure Gamers,Gameblog.fr,NZGamer,Riot Pixels,Game Revolution","100,95,93,90,90,88,86,86,85,85,85,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,75,75,70,70,70,70,70,70,67,65,40"
FRAMED Collection, Switch,"GameGrin,Switch Player,Nintenderos,Vooks,Nintendo Life,NintendoWorldReport,Impulsegamer,Gameplanet,GameSpot","90,90,82,80,80,80,76,70,70"
Joe Dever's Lone Wolf, Switch,"NintendoWorldReport,Nintendo Insider,Switch Player,Eurogamer Italy,Multiplayer.it,Nintendo Life,Everyeye.it,SpazioGames,Nintenderos,FNintendo","85,80,80,80,80,80,78,75,75,70"
The Last Door, PC,,
DeathSpank, PlayStation 3,"Joystiq,RPG Fan,PlayStation LifeStyle,Wired,NZGamer,GameFocus,Cheat Code Central,3DJuegos,PSFocus,Multiplayer.it,IGN,Destructoid,Gamer 2.0,TotalPlayStation,Digital Chumps,GameShark,Play UK,PlayStation Universe,GamesRadar+,Meristation,Gamereactor Sweden,Vandal,GameSpot,Eurogamer Italy,TheSixthAxis,XGN,GamerNode,Gamer.no,Playstation Official Magazine Australia,LEVEL (Czech Republic),Playstation Official Magazine UK,Gamer.nl,Games Master UK,SpazioGames,GamingXP,1UP,GameZone,VideoGamer,Gamekult,GameCritics,Gaming Age,RealGamer,Absolute Games,PSM3 Magazine UK,Gameblog.fr,Giant Bomb,Playstation: The Official Magazine (US)","100,90,90,90,89,89,88,86,86,85,85,85,85,85,84,83,83,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,78,76,75,75,70,70,70,67,65,64,64,60,60,60"
MLB 09: The Show, PlayStation 2,"GameZone,Gamer 2.0,G4 TV,GamesRadar+,Worth Playing,Da Gameboyz,IGN","87,84,80,80,80,79,73"
NHL 2K7, PlayStation 3,"AceGamez,IGN,GameZone,Da Gameboyz,PSX Extreme,GameSpot,Game Informer,IC-Games,Pelit (Finland),GamingExcellence,GameSpy,TotalPlayStation,GameDaily,Play UK,PSM Magazine,Games Master UK,Pure Magazine UK,Thunderbolt,PSM3 Magazine UK,PALGN,GamesRadar+,games(TM),1UP,Playstation Official Magazine UK","90,86,85,85,84,83,83,83,83,81,80,80,80,80,80,80,80,80,76,75,70,70,65,60"
Shadowgrounds Survivor, PC,"PC Format,GamingTrend,Worth Playing,CPUGamer,Pelit (Finland),Game Revolution,AceGamez,Armchair Empire,PTGamers,Gamers' Temple,PC Gamer UK,GameWatcher,GameZone,PC Zone UK,IGN,GameShark,Game Chronicles,Game Over Online,PC Gamer,Total PC Gaming,Eurogamer","90,89,89,85,84,83,80,80,80,79,79,78,77,77,76,75,75,73,73,70,70"
Prey, Xbox 360,"Detroit Free Press,GamePro,Game Informer,Game Chronicles,IGN,Cheat Code Central,Kombo,PGNx Media,GameZone,Official Xbox Magazine,AceGamez,Gamenikki,Console Gameworld,Planet Xbox 360,netjak,DailyGame,Gamers' Temple,Game Almighty,Next Level Gaming,XGP Gaming,ZTGD,eToychest,Play.tm,Gaming Target,Play Magazine,Da Gameboyz,TeamXbox,GameBrink,Xbox World Australia,GamerNode,1UP,GamesRadar+,Yahoo!,GameSpy,GamerFeed,The Sydney Morning Herald,games(TM),Total Video Games,WHAM! Gaming,Gamer 2.0,Official Xbox Magazine UK,MS Xbox World,Extreme Gamer,Boomtown,Gaming Nexus,The New York Times,Worth Playing,Times Online,Edge Magazine,G4 TV,DarkStation,Jolt Online Gaming UK,Digital Entertainment News,GameTrailers,My Gamer,GameSpot,Gamers Europe,PALGN,The A.V. Club,Gamezilla!,Armchair Empire,Xbox Solution,Electronic Gaming Monthly,GamingExcellence,VideoGamer,Eurogamer,Deeko,RewiredMind,Game Power Australia,Xboxic,GameCritics,360 Gamer Magazine UK,Gamestyle,Talk Xbox,GameShark,3DAvenue,X-ONE Magazine UK,Game Revolution,Gaming Age,Thunderbolt","100,95,95,92,90,90,90,90,90,90,90,90,89,88,88,87,87,87,86,86,85,85,85,85,85,84,83,82,81,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,79,78,78,75,75,75,75,75,75,74,72,71,70,70,70,70,70,70,70,70,70,68,67,60,60,58,42,30"
Fight'N Rage, Switch,"Nintendo Life,Vandal,Nintenderos,4Players.de,FNintendo,DarkStation,DarkZero,Switch Player,Pure Nintendo","90,90,85,82,80,80,80,70,50"
Mega Man 11, PC,"Softpedia,The Overpowered Noobs,SpazioGames,Jeuxvideo.com,GameStar,The Games Machine,IGN","90,80,80,80,78,78,75"
Shooty Fruity, PlayStation 4,"DarkStation,Gaming Nexus,TheSixthAxis,PlayStation LifeStyle,Critical Hit,Hardcore Gamer,Impulsegamer,Everyeye.it,PlayStation Country,Push Square","100,90,80,80,80,80,76,73,70,60"
The Inner World: The Last Wind Monk, PC,"GameWatcher,Ragequit.gr,PC Games,GameStar,4Players.de,CD-Action,Adventure Gamers,Hooked Gamers","90,85,85,84,78,70,70,65"
Cat Quest, PC,"Worth Playing,Digitally Downloaded,COGconnected,The Digital Fix,GameSpew,RPG Fan,IGN Italia,Wccftech,Everyeye.it,The Games Machine","90,90,86,80,80,79,78,70,68,68"
Teslagrad, Wii U,"Gaming Age,Gamers' Temple,Nintendo Life,Multiplayer.it,4Players.de,FNintendo,Cubed3,Hardcore Gamer,Vandal,NintendoWorldReport,SpazioGames,Eurogamer Portugal,Official Nintendo Magazine UK,God is a Geek,DarkStation","100,93,90,80,80,80,80,80,80,80,75,70,70,70,50"
Tales of Monkey Island Chapter 1: Launch of the Screaming Narwhal, Wii,"Cheat Code Central,Official Nintendo Magazine UK,Cubed3,Gamervision,Nintendojo,Nintendo Life,NintendoWorldReport,Universo Nintendo,Game Revolution,GameSpot,IGN,N-Europe,Gamer.nl","90,90,90,88,80,80,80,80,75,70,70,70,70"
OutRun2, Xbox,"Operation Sports,GameSpy,VGPub,Gaming Age,Ferrago,RewiredMind,AceGamez,Next Level Gaming,Official Xbox Magazine,GameZone,Game Power Australia,Da Gameboyz,TeamXbox,GameSpot,3DAvenue,IGN,WHAM! Gaming,Armchair Empire,Cheat Code Central,Stuff,MS Xbox World,GameSpot AU,Gaming Nexus,PALGN,Yahoo!,Times Online,The Sydney Morning Herald,Xbox Nation Magazine,Edge Magazine,Eurogamer,games(TM),GamerArchive,DarkStation,DailyGame,RealGamer,Xbox World Australia,Game Revolution,Play Magazine,TotalGames.net,My Gamer,1UP,Gaming Target,GamerFeed,GMR Magazine,Electronic Gaming Monthly,Game Informer,Australian GamePro,G4 TV,NTSC-uk,GameBiz,Gamezilla!","100,100,97,91,91,90,90,90,87,85,85,84,84,83,83,82,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,76,75,75,75,74,74,70,70,70,70,68,65,60,60,60,55,45"
Armed and Dangerous, Xbox,"Yahoo!,Play Magazine,XboxAddict,GMR Magazine,Official Xbox Magazine,Cheat Code Central,Loaded Inc,GamePro,netjak,Game Chronicles,Armchair Empire,GameSpy,Gamer's Hell,Gamezilla!,Next Level Gaming,Cinescape,IGN,GameBiz,Xbox World Australia,Xbox Nation Magazine,Total Video Games,GameZone,Game Informer,1UP,TeamXbox,Worth Playing,GameSpot AU,Gaming Age,GameNow,GameSpot,Electronic Gaming Monthly,3DAvenue,Edge Magazine,Gamestyle,GamerArchive,Game Power Australia,Game Revolution,MS Xbox World,G4 TV,TotalGames.net,games(TM)","100,100,92,90,90,90,90,90,89,87,85,85,85,83,83,83,82,82,82,80,80,80,80,80,76,75,75,75,75,73,72,72,70,70,70,70,67,65,60,50,40"
Gothic II, PC,"Quandary,Computer Games Online RO,PC Gameworld,PC Gamer,Next Level Gaming,Game Chronicles,Armchair Empire,GameSpot,GameZone,Worth Playing,PC Format,Gamer's Pulse,Computer Gaming World,IGN,G4 TV,Computer Games Magazine,GMR Magazine,Yahoo!,GameSpy,Play Magazine","100,94,92,89,86,85,82,81,80,80,80,80,80,80,80,80,70,70,60,50"
Port Royale, PC,"Armchair Empire,GameZone,GameSpot,IGN,Gamer's Pulse,Gaming Age,ActionTrip,Game Chronicles,Adrenaline Vault,GameSpy,Gamers' Temple,PC Gamer,FiringSquad,Computer Gaming World,PC Arena,Game Over Online","93,85,85,84,84,83,81,80,80,75,74,71,71,70,70,65"
Deadly Dozen: Pacific Theater, PC,"GameZone,Game Over Online,GameSpot,IGN,Gamers' Temple,GameSpy,Computer Gaming World,Gamer's Pulse","90,85,83,81,78,72,70,70"
Shattered Galaxy, PC,"Gamezilla!,Gaming Age,Game Over Online,IGN,GameZone,Game Informer,GameSpot,GameSpy,Game Revolution,PC Gamer","91,91,88,80,80,80,80,77,67,64"
Namco Museum, Game Boy Advance,"GamePro,IGN,GameSpy,Hot Games,All Game Guide,GameSpot,GamerWeb Nintendo,Gaming Age,Into Liquid Sky,Nintendojo","100,85,82,80,80,72,70,67,67,30"
Close Combat: Invasion: Normandy, PC,"Eurogamer,Hot Games,PC Gameworld,GameSpy,Antagonist,IGN,Happy Puppy,CNET Gamecenter,GameZone,Electric Playground,Game Over Online,GameSpot,PC Gamer,Adrenaline Vault,Computer Games Magazine,Gaming Age,All Game Guide","90,90,90,86,85,82,80,80,80,80,80,72,70,70,70,67,60"
Battlefield 4, Xbox 360,"VideoGamer,Official Xbox Magazine UK,InsideGamer.nl,XGN,EGM,GameOver.gr,The Escapist,LevelUp,God is a Geek,ZTGD,Official Xbox Magazine,Xbox Achievements,IGN,MondoXbox,COGconnected,Gamer Limit,X-ONE Magazine UK,The Digital Fix,Metro GameCentral,Shacknews,Gaming Age","90,90,90,85,85,80,80,80,80,80,80,80,80,78,78,75,70,70,70,70,67"
ZEN Pinball 3D, 3DS,"Quarter to Three,NintendoWorldReport,Official Nintendo Magazine UK,Nintendo Gamer,Cubed3,DailyGame,GamesRadar+,Modojo,Nintendo Life,Game Informer,GameFocus,Gaming Nexus,IGN,Pocket Gamer UK,D+PAD Magazine,SpazioGames,Game Chronicles,Gameblog.fr","100,90,88,84,80,80,80,80,80,78,75,75,75,70,70,65,60,60"
King's Bounty: The Legend, PC,"Worth Playing,GameSpy,Eurogamer,PC Gamer UK,GamingTrend,Gamers.at,Computer Games Online RO,ActionTrip,GameZone,GameStar,IGN,Games Master UK,LEVEL (Czech Republic),PC PowerPlay,GameSpot,Gamer.nl,Impulsegamer,PC Format,PC Zone UK,GamingXP,Meristation,Play (Poland),Total PC Gaming,AceGamez,Edge Magazine,Metro GameCentral","91,90,90,88,87,86,86,86,82,82,81,81,80,80,80,80,80,79,78,76,75,70,70,70,60,60"
Metal Slug Advance, Game Boy Advance,"netjak,AceGamez,Cheat Code Central,Worth Playing,Play Magazine,eToychest,IGN,Nintendo Power,GameBiz,GameSpot,Game Chronicles,GameZone,Inside Gamer Online,GMR Magazine,GBA Central,GameSpy,1UP,Gamer's Hell,GameCube Advanced,G4 TV,GamerFeed,3DAvenue,Armchair Empire,NTSC-uk,Gamestyle,games(TM),Game Informer,N-Insanity,Siliconera,My Gamer,Yahoo!,Nintendophiles","92,90,90,89,88,85,84,84,84,83,83,82,82,80,80,80,80,80,80,80,80,78,75,70,70,70,70,70,65,62,50,50"
Buffy the Vampire Slayer, Xbox,"GamingTrend,TotalGames.net,Game Informer,Official Xbox Magazine,Play Magazine,GameZone,ActionTrip,GameSpy,AtomicGamer,GameSpot,GameNow,Cinescape,IGN,Cincinnati Enquirer,Xbox Nation Magazine,Electric Playground,Armchair Empire,Yahoo!,TeamXbox,Entertainment Weekly,GameCritics,GamePro,Maxim Online,All Game Guide,netjak,Games Radar,Electronic Gaming Monthly,G4 TV,FHM,eToychest","92,90,90,90,90,88,85,85,84,83,83,83,82,80,80,80,80,80,76,75,70,70,70,70,69,60,60,60,60,60"
Mad Rat Dead, Switch,"Hey Poor Player,God is a Geek,GamingTrend,Nintendo Life,Cubed3,Noisy Pixel,Nintendo Insider,Hardcore Gamer,Siliconera","90,90,90,80,80,80,70,70,60"
Bleed 2, Switch,"God is a Geek,NintendoWorldReport,Nintenderos,Cubed3,Nintendo Life,Pocket Gamer UK,Nintendo Insider,Switch Player","90,85,80,80,80,70,70,70"
ECHO, PlayStation 4,"Digitally Downloaded,Gaming Age,ZTGD,COGconnected,DualShockers,Destructoid,GameCritics,GamePro Germany,Wccftech,Worth Playing,DarkStation,Cubed3,Hardcore Gamer,Digital Chumps,TheSixthAxis,PlayStation Country,Push Square,SpazioGames,God is a Geek,PlayStation Universe,Playstation Official Magazine UK,Twinfinite,PlayStation LifeStyle,games(TM)","100,91,85,85,85,85,85,82,82,80,80,80,80,80,80,80,80,75,75,75,70,70,70,60"
Hitman - Episode 2: Sapienza, Xbox One,"IGN,ICXM,Windows Central,DarkStation,GamingTrend,Pure Xbox,Attack of the Fanboy","85,85,80,80,80,70,60"
SMITE, PlayStation 4,"NZGamer,Hobby Consolas,PlaySense,GameOver.gr,Multiplayer.it,PlayStation LifeStyle,Brash Games,CGMagazine,Areajugones","85,85,80,80,80,80,80,75,65"
Wolfenstein: The New Order, Xbox One,"COGconnected,Official Xbox Magazine UK,Gamers' Temple,ActionTrip,Machinima,Worth Playing,Xbox Achievements,EGM,X-ONE Magazine UK,Giant Bomb,Eurogamer Germany,MondoXbox,Eurogamer Italy,Game Informer,IGN,Pure Xbox,Gamereactor Sweden,Eurogamer","91,90,88,85,85,85,85,85,80,80,80,80,80,80,78,70,60,60"
RAGE, PC,"Gamers.at,GamingXP,Multiplayer.it,SpazioGames,3DJuegos,Pelit (Finland),NZGamer,Game Chronicles,Gameplanet,IGN,PC Gamer,GameStar,Ten Ton Hammer,Game Over Online,PC Games (Russia),LEVEL (Czech Republic),PC PowerPlay,PALGN,Eurogamer Portugal,Games.cz,Gamer.nl,Bit-Gamer,Giant Bomb,CD-Action,GRYOnline.pl,CPUGamer,DarkStation,ActionTrip,GameSpy,GameSpot,Absolute Games,BigPond GameArena","90,90,89,88,86,86,85,85,85,85,84,84,82,81,80,80,80,80,80,80,80,80,80,75,70,70,70,70,70,70,50,45"
Call of Duty: Black Ops - Escalation, Xbox 360,"Cheat Code Central,ZTGD,Gamer Limit,Eurogamer Italy,SpazioGames,Game Revolution,Impulsegamer,XGN,Gamereactor Sweden,Multiplayer.it,Official Xbox Magazine UK,VideoGamer,3DJuegos,MS Xbox World,Eurogamer Portugal,Eurogamer,Metro GameCentral,Game Over Online,GameShark","98,90,90,90,85,83,80,80,80,80,80,80,80,75,70,70,70,60,58"
The Misadventures of P.B. Winterbottom, PC,"9Lives,GameWatcher,PC Zone UK,Absolute Games,PC Format,Eurogamer Portugal,PC Gamer UK,Computer Games Online RO,Gamers.at,GameSpot,LEVEL (Czech Republic),PC PowerPlay","91,86,84,84,81,80,80,80,79,75,70,70"
UEFA EURO 2008, PlayStation 3,"Jolt Online Gaming UK,Electronic Gaming Monthly,GameZone,PSX Extreme,MEGamers,Maxi Consolas (Portugal),Cheat Code Central,1UP,IGN,PTGamers,IGN UK,GameSpot,VideoGamer,Playstation: The Official Magazine (US),Playstation Official Magazine UK,PSW Magazine UK,Thunderbolt,TheSixthAxis,DarkZero,IC-Games,Play.tm,Gaming Age,GameShark,GameTrailers,Gamer.nl,Gameplanet,GameSpy,PSM3 Magazine UK,Play UK","89,89,87,87,87,85,84,83,81,80,80,80,80,80,80,80,80,80,80,79,79,75,75,73,70,70,70,67,62"
Heavenly Sword, PlayStation 3,"Play Magazine,Worth Playing,PGNx Media,Game Chronicles,GamePro,TotalPlayStation,DailyGame,Deeko,Extreme Gamer,DarkStation,TheSixthAxis,AtomicGamer,Play.tm,Game Informer,GameZone,GamingExcellence,PSX Extreme,GamerNode,Game Over Online,Cheat Code Central,Electronic Gaming Monthly,Game Revolution,Da Gameboyz,Kombo,Gaming Age,Pelit (Finland),GameDaily,1UP,VideoGamer,GameSpot,Yahoo!,PSW Magazine UK,Total Video Games,ZTGD,GameSpy,Hardcore Gamer,GameTap,Boomtown,PSM Magazine,PALGN,Gamers' Temple,GameTrailers,Games Master UK,GamingTrend,Gamer 2.0,Gaming Nexus,The New York Times,Digital Entertainment News,Play UK,IGN,Eurogamer,Playstation Official Magazine UK,Official Playstation 2 Magazine UK,AceGamez,Armchair Empire,NTSC-uk,Thunderbolt,GameShark,PSM3 Magazine UK,NZGamer,Edge Magazine,games(TM),The A.V. Club,Gamestyle","100,94,93,92,90,90,90,90,90,90,90,89,89,88,88,86,85,85,85,84,83,83,83,83,83,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,79,78,77,77,77,75,72,71,70,70,70,70,70,70,70,70,67,65,65,60,60,58,50"
Dragon Age II, Xbox 360,"The Escapist,MS Xbox World,Xbox Achievements,GameTrailers,Vandal,3DJuegos,Game Chronicles,Console Monster,Gamer.nl,Cynamite,Gamereactor Sweden,Level7.nu,Gamereactor Denmark,GamingXP,Eurogamer Italy,SpazioGames,Games Master UK,Official Xbox Magazine,NZGamer,GameFocus,Game Over Online,MondoXbox,RPG Fan,MEGamers,Videogameszone.de,Extreme Gamer,GamingExcellence,Machinima,ZTGD,Everyeye.it,GameWatcher,IGN,Planet Xbox 360,XboxAddict,Play.tm,Xbox World 360 Magazine UK,Game Revolution,1UP,Game Informer,Gamers.at,GamesRadar+,Total Video Games,Cheat Code Central,GameSpy,Telegraph,Joystiq,GameZone,GameSpot,Eurogamer,XGN,Gaming Nexus,Da Gameboyz,Gaming Age,GameOver.gr,Gamer's Hell,Xbox World Australia,X-ONE Magazine UK,Eurogamer Portugal,Destructoid,Digital Chumps,Eurogamer Spain,Gamestyle,Gamer.no,Gamer Limit,Metro GameCentral,VideoGamer,Worth Playing,GamerNode,games(TM),DarkZero,Edge Magazine,Gameblog.fr,Wired,Gamekult,GameCritics","100,95,94,92,91,91,90,90,90,90,90,90,90,90,90,90,90,90,89,88,88,88,88,87,87,86,85,85,85,85,85,85,84,83,83,83,83,83,83,81,80,80,80,80,80,80,80,80,80,80,75,75,75,75,75,74,70,70,70,70,70,70,70,70,70,70,65,60,60,60,60,60,50,50,25"
Lost Words: Beyond the Page, Switch,"App Trigger,Cubed3,Checkpoint Gaming,Shindig,Cultured Vultures,Gaming Age,Starbit,TouchArcade,Switch Player,Screen Rant,NintendoWorldReport,Game Informer,COGconnected,WellPlayed,Game Rant,Player 2","95,90,90,90,85,83,80,80,80,80,80,78,74,60,50,42"
NCAA Football 13, PlayStation 3,"Playstation: The Official Magazine (US),Game Informer,Digital Chumps,TotalPlayStation,PlayStation Universe,Game Revolution,IGN,Playstation Official Magazine UK,Destructoid","90,88,82,80,80,80,80,60,55"
Tales of Vesperia, Xbox 360,"Game Chronicles,GameDaily,ZTGD,Video Game Talk,NTSC-uk,RPG Fan,GameTrailers,GameZone,Cheat Code Central,Xbox Achievements,Planet Xbox 360,GamingTrend,Console Monster,Official Xbox Magazine,GameSpot,Extreme Gamer,Play.tm,WonderwallWeb,MS Xbox World,SpazioGames,Gameplanet,GamingXP,My Gamer,1UP,GameShark,Game Revolution,XGN,Pelit (Finland),IGN,Gamer 2.0,XboxAddict,3DJuegos,TeamXbox,Hardcore Gamer,GameSpy,GamesRadar+,G4 TV,GamerNode,Edge Magazine,Armchair Empire,Eurogamer,Official Xbox Magazine UK,Meristation,Vandal,Multiplayer.it,PALGN,Gamer.nl,MondoXbox,NZGamer,BigPond GameArena,AceGamez,Level7.nu,InsideGamer.nl,Worth Playing,Game Informer,Xbox World 360 Magazine UK,Games Master UK,GamePro,X-ONE Magazine UK,Metro GameCentral,Boomtown,Eurogamer Spain,Electronic Gaming Monthly,Destructoid,GameCritics,Gameplayer Sweden,games(TM)","98,90,90,90,90,89,88,88,86,86,86,86,86,85,85,85,85,85,85,85,85,85,84,83,83,83,83,83,82,82,82,82,81,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,80,78,75,73,72,72,70,70,70,70,70,67,60,60,60,50"
Fat Princess, PlayStation 3,"Gamer Limit,GamingExcellence,GameFocus,Gaming Age,Kombo,Vandal,Play Magazine,IGN,Meristation,GamePro,TheSixthAxis,Destructoid,WonderwallWeb,Da Gameboyz,Cheat Code Central,TotalPlayStation,Games Master UK,Play.tm,PSX Extreme,Extreme Gamer,GameTrailers,3DJuegos,Pelit (Finland),GamingXP,1UP,9Lives,GamingTrend,GameWatcher,Giant Bomb,ZTGD,PS3bloggen.se,Playstation Official Magazine UK,GameSpy,Everyeye.it,Gamervision,Gamer 2.0,NZGamer,XGN,PSM3 Magazine UK,Console Monster,GameSpot,Gameplanet,Level7.nu,LEVEL (Czech Republic),Edge Magazine,Computer and Video Games,Eurogamer Spain,The A.V. Club,Gamer.nl,Eurogamer,VideoGamer,Metro GameCentral,Play UK","93,93,92,91,90,90,90,90,90,90,90,90,90,88,86,85,85,85,85,85,84,84,84,84,83,83,82,82,80,80,80,80,80,80,78,77,75,75,75,75,75,75,70,70,70,70,70,67,60,60,60,60,60"
